Latitude,Longitude,Ampli I,Ampli I generic,delta_log_pga,ampli_pga
46.487,7.415,-0.31,0.16,0.062015504,1.153494436
46.487,7.47,-0.31,0.16,0.062015504,1.153494436
46.487,7.4975,-0.31,0.16,0.062015504,1.153494436
46.487,7.525,-0.31,0.16,0.062015504,1.153494436
46.502,7.1675,-0.31,0.16,0.062015504,1.153494436
46.502,7.195,-0.31,0.16,0.062015504,1.153494436
46.502,7.2225,-0.31,0.16,0.062015504,1.153494436
46.502,7.2775,-0.31,0.16,0.062015504,1.153494436
46.502,7.3875,-0.31,0.16,0.062015504,1.153494436
46.502,7.415,-0.31,0.16,0.062015504,1.153494436
46.502,7.4975,-0.31,0.16,0.062015504,1.153494436
46.502,7.525,-0.31,0.16,0.062015504,1.153494436
46.502,7.5525,-0.31,0.16,0.062015504,1.153494436
46.502,7.69,-0.31,0.16,0.062015504,1.153494436
46.502,7.7175,-0.31,0.16,0.062015504,1.153494436
46.502,7.745,-0.31,0.16,0.062015504,1.153494436
46.517,7.2225,-0.31,0.16,0.062015504,1.153494436
46.517,7.25,-0.31,0.16,0.062015504,1.153494436
46.517,7.305,-0.31,0.16,0.062015504,1.153494436
46.517,7.36,-0.31,0.16,0.062015504,1.153494436
46.517,7.4425,-0.31,0.16,0.062015504,1.153494436
46.517,7.525,-0.31,0.16,0.062015504,1.153494436
46.517,7.5525,-0.31,0.16,0.062015504,1.153494436
46.517,7.69,-0.31,0.16,0.062015504,1.153494436
46.517,7.7725,-0.31,0.16,0.062015504,1.153494436
46.531,6.9475,-0.31,0.16,0.062015504,1.153494436
46.531,7.195,-0.31,0.16,0.062015504,1.153494436
46.531,7.2225,-0.31,0.16,0.062015504,1.153494436
46.531,7.25,-0.31,0.16,0.062015504,1.153494436
46.531,7.47,-0.31,0.16,0.062015504,1.153494436
46.531,7.4975,-0.31,0.16,0.062015504,1.153494436
46.531,7.525,-0.31,0.16,0.062015504,1.153494436
46.531,7.5525,-0.31,0.16,0.062015504,1.153494436
46.531,7.58,-0.31,0.16,0.062015504,1.153494436
46.531,7.745,-0.31,0.16,0.062015504,1.153494436
46.531,7.7725,-0.31,0.16,0.062015504,1.153494436
46.545,6.92,-0.31,0.16,0.062015504,1.153494436
46.545,6.9475,-0.31,0.16,0.062015504,1.153494436
46.545,6.975,-0.31,0.16,0.062015504,1.153494436
46.545,7.195,-0.31,0.16,0.062015504,1.153494436
46.545,7.25,-0.31,0.16,0.062015504,1.153494436
46.545,7.2775,-0.31,0.16,0.062015504,1.153494436
46.545,7.3325,-0.31,0.16,0.062015504,1.153494436
46.545,7.4975,-0.31,0.16,0.062015504,1.153494436
46.545,7.525,-0.31,0.16,0.062015504,1.153494436
46.545,7.5525,-0.31,0.16,0.062015504,1.153494436
46.545,7.58,-0.31,0.16,0.062015504,1.153494436
46.545,7.7725,-0.31,0.16,0.062015504,1.153494436
46.56,6.92,-0.31,0.16,0.062015504,1.153494436
46.56,6.9475,-0.31,0.16,0.062015504,1.153494436
46.56,6.975,-0.31,0.16,0.062015504,1.153494436
46.56,7.0025,-0.31,0.16,0.062015504,1.153494436
46.56,7.2775,-0.31,0.16,0.062015504,1.153494436
46.56,7.4975,-0.31,0.16,0.062015504,1.153494436
46.56,7.525,-0.31,0.16,0.062015504,1.153494436
46.56,7.5525,-0.31,0.16,0.062015504,1.153494436
46.56,7.58,-0.31,0.16,0.062015504,1.153494436
46.56,7.6075,-0.31,0.16,0.062015504,1.153494436
46.575,6.9475,-0.31,0.16,0.062015504,1.153494436
46.575,6.975,-0.31,0.16,0.062015504,1.153494436
46.575,7.0025,-0.31,0.16,0.062015504,1.153494436
46.575,7.305,-0.31,0.16,0.062015504,1.153494436
46.575,7.4425,-0.31,0.16,0.062015504,1.153494436
46.575,7.4975,-0.31,0.16,0.062015504,1.153494436
46.575,7.5525,-0.31,0.16,0.062015504,1.153494436
46.575,7.58,-0.31,0.16,0.062015504,1.153494436
46.575,7.6075,-0.31,0.16,0.062015504,1.153494436
46.575,7.69,-0.31,0.16,0.062015504,1.153494436
46.589,6.9475,-0.31,0.16,0.062015504,1.153494436
46.589,7.03,-0.31,0.16,0.062015504,1.153494436
46.589,7.2775,-0.31,0.16,0.062015504,1.153494436
46.589,7.305,-0.31,0.16,0.062015504,1.153494436
46.589,7.3325,-0.31,0.16,0.062015504,1.153494436
46.589,7.4425,-0.31,0.16,0.062015504,1.153494436
46.589,7.525,-0.31,0.16,0.062015504,1.153494436
46.589,7.58,-0.31,0.16,0.062015504,1.153494436
46.589,7.6075,-0.31,0.16,0.062015504,1.153494436
46.589,7.7175,-0.31,0.16,0.062015504,1.153494436
46.589,9.5325,-0.31,0.16,0.062015504,1.153494436
46.589,9.5875,-0.31,0.16,0.062015504,1.153494436
46.589,9.615,-0.31,0.16,0.062015504,1.153494436
46.603,6.975,-0.31,0.16,0.062015504,1.153494436
46.603,7.305,-0.31,0.16,0.062015504,1.153494436
46.603,7.3325,-0.31,0.16,0.062015504,1.153494436
46.603,7.36,-0.31,0.16,0.062015504,1.153494436
46.603,7.3875,-0.31,0.16,0.062015504,1.153494436
46.603,7.58,-0.31,0.16,0.062015504,1.153494436
46.603,7.6075,-0.31,0.16,0.062015504,1.153494436
46.603,7.635,-0.31,0.16,0.062015504,1.153494436
46.603,9.5875,-0.31,0.16,0.062015504,1.153494436
46.618,7.3325,-0.31,0.16,0.062015504,1.153494436
46.618,7.36,-0.31,0.16,0.062015504,1.153494436
46.618,7.3875,-0.31,0.16,0.062015504,1.153494436
46.618,7.4975,-0.31,0.16,0.062015504,1.153494436
46.618,7.58,-0.31,0.16,0.062015504,1.153494436
46.618,7.6075,-0.31,0.16,0.062015504,1.153494436
46.618,7.635,-0.31,0.16,0.062015504,1.153494436
46.618,7.6625,-0.31,0.16,0.062015504,1.153494436
46.618,9.4775,-0.31,0.16,0.062015504,1.153494436
46.633,7.1125,-0.31,0.16,0.062015504,1.153494436
46.633,7.3875,-0.31,0.16,0.062015504,1.153494436
46.633,7.415,-0.31,0.16,0.062015504,1.153494436
46.633,7.525,-0.31,0.16,0.062015504,1.153494436
46.633,7.6075,-0.31,0.16,0.062015504,1.153494436
46.633,7.635,-0.31,0.16,0.062015504,1.153494436
46.633,7.6625,-0.31,0.16,0.062015504,1.153494436
46.633,7.745,-0.31,0.16,0.062015504,1.153494436
46.647,7.1125,-0.31,0.16,0.062015504,1.153494436
46.647,7.415,-0.31,0.16,0.062015504,1.153494436
46.647,7.4425,-0.31,0.16,0.062015504,1.153494436
46.647,7.47,-0.31,0.16,0.062015504,1.153494436
46.647,7.4975,-0.31,0.16,0.062015504,1.153494436
46.647,7.6075,-0.31,0.16,0.062015504,1.153494436
46.647,7.635,-0.31,0.16,0.062015504,1.153494436
46.647,7.6625,-0.31,0.16,0.062015504,1.153494436
46.647,9.56,-0.31,0.16,0.062015504,1.153494436
46.661,7.14,-0.31,0.16,0.062015504,1.153494436
46.661,7.1675,-0.31,0.16,0.062015504,1.153494436
46.661,7.195,-0.31,0.16,0.062015504,1.153494436
46.661,7.2225,-0.31,0.16,0.062015504,1.153494436
46.661,7.4425,-0.31,0.16,0.062015504,1.153494436
46.661,7.47,-0.31,0.16,0.062015504,1.153494436
46.661,7.4975,-0.31,0.16,0.062015504,1.153494436
46.661,7.525,-0.31,0.16,0.062015504,1.153494436
46.661,7.5525,-0.31,0.16,0.062015504,1.153494436
46.661,9.5875,-0.31,0.16,0.062015504,1.153494436
46.676,7.1675,-0.31,0.16,0.062015504,1.153494436
46.676,7.195,-0.31,0.16,0.062015504,1.153494436
46.676,7.2225,-0.31,0.16,0.062015504,1.153494436
46.676,7.2775,-0.31,0.16,0.062015504,1.153494436
46.676,7.305,-0.31,0.16,0.062015504,1.153494436
46.676,9.56,-0.31,0.16,0.062015504,1.153494436
46.691,7.1675,-0.31,0.16,0.062015504,1.153494436
46.691,7.2225,-0.31,0.16,0.062015504,1.153494436
46.691,7.25,-0.31,0.16,0.062015504,1.153494436
46.691,7.2775,-0.31,0.16,0.062015504,1.153494436
46.691,7.305,-0.31,0.16,0.062015504,1.153494436
46.691,7.3325,-0.31,0.16,0.062015504,1.153494436
46.691,8.185,-0.31,0.16,0.062015504,1.153494436
46.691,9.56,-0.31,0.16,0.062015504,1.153494436
46.705,7.195,-0.31,0.16,0.062015504,1.153494436
46.705,7.2225,-0.31,0.16,0.062015504,1.153494436
46.705,7.25,-0.31,0.16,0.062015504,1.153494436
46.705,7.2775,-0.31,0.16,0.062015504,1.153494436
46.705,7.305,-0.31,0.16,0.062015504,1.153494436
46.705,7.3325,-0.31,0.16,0.062015504,1.153494436
46.705,7.36,-0.31,0.16,0.062015504,1.153494436
46.705,7.3875,-0.31,0.16,0.062015504,1.153494436
46.705,9.5325,-0.31,0.16,0.062015504,1.153494436
46.719,7.2225,-0.31,0.16,0.062015504,1.153494436
46.719,7.3325,-0.31,0.16,0.062015504,1.153494436
46.719,7.36,-0.31,0.16,0.062015504,1.153494436
46.719,7.8275,-0.31,0.16,0.062015504,1.153494436
46.719,9.5325,-0.31,0.16,0.062015504,1.153494436
46.734,7.3325,-0.31,0.16,0.062015504,1.153494436
46.734,7.36,-0.31,0.16,0.062015504,1.153494436
46.734,7.3875,-0.31,0.16,0.062015504,1.153494436
46.734,7.415,-0.31,0.16,0.062015504,1.153494436
46.734,7.4425,-0.31,0.16,0.062015504,1.153494436
46.734,7.4975,-0.31,0.16,0.062015504,1.153494436
46.734,9.5325,-0.31,0.16,0.062015504,1.153494436
46.748,7.3875,-0.31,0.16,0.062015504,1.153494436
46.748,7.415,-0.31,0.16,0.062015504,1.153494436
46.748,7.4425,-0.31,0.16,0.062015504,1.153494436
46.748,7.47,-0.31,0.16,0.062015504,1.153494436
46.748,7.8825,-0.31,0.16,0.062015504,1.153494436
46.748,9.5325,-0.31,0.16,0.062015504,1.153494436
46.806,8.02,-0.31,0.16,0.062015504,1.153494436
46.806,8.7075,-0.31,0.16,0.062015504,1.153494436
46.821,8.515,-0.31,0.16,0.062015504,1.153494436
46.821,8.5425,-0.31,0.16,0.062015504,1.153494436
46.821,8.7075,-0.31,0.16,0.062015504,1.153494436
46.821,8.735,-0.31,0.16,0.062015504,1.153494436
