Latitude,Longitude,Ampli I,Ampli I generic,delta_log_pga,ampli_pga
47.647,9.3675,0,0.47,0.182170543,1.521144749
47.647,9.395,0,0.47,0.182170543,1.521144749
47.647,9.4225,0,0.47,0.182170543,1.521144749
47.647,9.45,0,0.47,0.182170543,1.521144749
47.647,9.4775,0,0.47,0.182170543,1.521144749
47.647,10.192,0,0.47,0.182170543,1.521144749
47.647,10.22,0,0.47,0.182170543,1.521144749
47.647,10.275,0,0.47,0.182170543,1.521144749
47.647,10.302,0,0.47,0.182170543,1.521144749
47.647,10.385,0,0.47,0.182170543,1.521144749
47.647,10.77,0,0.47,0.182170543,1.521144749
47.647,10.797,0,0.47,0.182170543,1.521144749
47.647,10.825,0,0.47,0.182170543,1.521144749
47.647,10.88,0,0.47,0.182170543,1.521144749
47.647,10.907,0,0.47,0.182170543,1.521144749
47.647,10.935,0,0.47,0.182170543,1.521144749
47.662,6.095,0,0.47,0.182170543,1.521144749
47.662,6.1225,0,0.47,0.182170543,1.521144749
47.662,6.15,0,0.47,0.182170543,1.521144749
47.662,6.1775,0,0.47,0.182170543,1.521144749
47.662,6.205,0,0.47,0.182170543,1.521144749
47.662,6.2325,0,0.47,0.182170543,1.521144749
47.662,6.2875,0,0.47,0.182170543,1.521144749
47.662,6.315,0,0.47,0.182170543,1.521144749
47.662,6.3425,0,0.47,0.182170543,1.521144749
47.662,6.37,0,0.47,0.182170543,1.521144749
47.662,6.6175,0,0.47,0.182170543,1.521144749
47.662,6.645,0,0.47,0.182170543,1.521144749
47.662,6.6725,0,0.47,0.182170543,1.521144749
47.662,6.7,0,0.47,0.182170543,1.521144749
47.662,6.7275,0,0.47,0.182170543,1.521144749
47.662,6.755,0,0.47,0.182170543,1.521144749
47.662,6.7825,0,0.47,0.182170543,1.521144749
47.662,6.81,0,0.47,0.182170543,1.521144749
47.662,6.8925,0,0.47,0.182170543,1.521144749
47.662,6.9475,0,0.47,0.182170543,1.521144749
47.662,7.1675,0,0.47,0.182170543,1.521144749
47.662,7.2225,0,0.47,0.182170543,1.521144749
47.662,7.25,0,0.47,0.182170543,1.521144749
47.662,7.2775,0,0.47,0.182170543,1.521144749
47.662,7.3325,0,0.47,0.182170543,1.521144749
47.662,7.58,0,0.47,0.182170543,1.521144749
47.662,7.69,0,0.47,0.182170543,1.521144749
47.662,7.745,0,0.47,0.182170543,1.521144749
47.662,7.7725,0,0.47,0.182170543,1.521144749
47.662,7.8,0,0.47,0.182170543,1.521144749
47.662,7.8275,0,0.47,0.182170543,1.521144749
47.662,7.91,0,0.47,0.182170543,1.521144749
47.662,7.9375,0,0.47,0.182170543,1.521144749
47.662,7.965,0,0.47,0.182170543,1.521144749
47.662,7.9925,0,0.47,0.182170543,1.521144749
47.662,8.02,0,0.47,0.182170543,1.521144749
47.662,8.0475,0,0.47,0.182170543,1.521144749
47.662,8.075,0,0.47,0.182170543,1.521144749
47.662,8.1025,0,0.47,0.182170543,1.521144749
47.662,8.13,0,0.47,0.182170543,1.521144749
47.662,8.2125,0,0.47,0.182170543,1.521144749
47.662,8.955,0,0.47,0.182170543,1.521144749
47.662,9.2025,0,0.47,0.182170543,1.521144749
47.662,9.23,0,0.47,0.182170543,1.521144749
47.662,9.2575,0,0.47,0.182170543,1.521144749
47.662,9.285,0,0.47,0.182170543,1.521144749
47.662,9.3125,0,0.47,0.182170543,1.521144749
47.662,9.34,0,0.47,0.182170543,1.521144749
47.662,9.3675,0,0.47,0.182170543,1.521144749
47.662,9.395,0,0.47,0.182170543,1.521144749
47.662,9.4225,0,0.47,0.182170543,1.521144749
47.662,10.247,0,0.47,0.182170543,1.521144749
47.662,10.935,0,0.47,0.182170543,1.521144749
47.662,10.962,0,0.47,0.182170543,1.521144749
47.676,6.1225,0,0.47,0.182170543,1.521144749
47.676,6.15,0,0.47,0.182170543,1.521144749
47.676,6.1775,0,0.47,0.182170543,1.521144749
47.676,6.205,0,0.47,0.182170543,1.521144749
47.676,6.2325,0,0.47,0.182170543,1.521144749
47.676,6.26,0,0.47,0.182170543,1.521144749
47.676,6.2875,0,0.47,0.182170543,1.521144749
47.676,6.315,0,0.47,0.182170543,1.521144749
47.676,6.5625,0,0.47,0.182170543,1.521144749
47.676,6.59,0,0.47,0.182170543,1.521144749
47.676,6.6175,0,0.47,0.182170543,1.521144749
47.676,6.645,0,0.47,0.182170543,1.521144749
47.676,6.6725,0,0.47,0.182170543,1.521144749
47.676,6.7,0,0.47,0.182170543,1.521144749
47.676,6.7275,0,0.47,0.182170543,1.521144749
47.676,6.755,0,0.47,0.182170543,1.521144749
47.676,6.7825,0,0.47,0.182170543,1.521144749
47.676,6.81,0,0.47,0.182170543,1.521144749
47.676,6.8375,0,0.47,0.182170543,1.521144749
47.676,6.865,0,0.47,0.182170543,1.521144749
47.676,6.9475,0,0.47,0.182170543,1.521144749
47.676,7.25,0,0.47,0.182170543,1.521144749
47.676,7.2775,0,0.47,0.182170543,1.521144749
47.676,7.305,0,0.47,0.182170543,1.521144749
47.676,7.69,0,0.47,0.182170543,1.521144749
47.676,7.7175,0,0.47,0.182170543,1.521144749
47.676,7.745,0,0.47,0.182170543,1.521144749
47.676,7.7725,0,0.47,0.182170543,1.521144749
47.676,7.8,0,0.47,0.182170543,1.521144749
47.676,7.8275,0,0.47,0.182170543,1.521144749
47.676,7.855,0,0.47,0.182170543,1.521144749
47.676,7.8825,0,0.47,0.182170543,1.521144749
47.676,7.91,0,0.47,0.182170543,1.521144749
47.676,7.9375,0,0.47,0.182170543,1.521144749
47.676,7.965,0,0.47,0.182170543,1.521144749
47.676,7.9925,0,0.47,0.182170543,1.521144749
47.676,8.02,0,0.47,0.182170543,1.521144749
47.676,8.0475,0,0.47,0.182170543,1.521144749
47.676,8.075,0,0.47,0.182170543,1.521144749
47.676,8.1025,0,0.47,0.182170543,1.521144749
47.676,8.13,0,0.47,0.182170543,1.521144749
47.676,8.1575,0,0.47,0.182170543,1.521144749
47.676,8.185,0,0.47,0.182170543,1.521144749
47.676,8.2125,0,0.47,0.182170543,1.521144749
47.676,8.24,0,0.47,0.182170543,1.521144749
47.676,8.3225,0,0.47,0.182170543,1.521144749
47.676,8.5425,0,0.47,0.182170543,1.521144749
47.676,8.57,0,0.47,0.182170543,1.521144749
47.676,8.9275,0,0.47,0.182170543,1.521144749
47.676,8.9825,0,0.47,0.182170543,1.521144749
47.676,9.01,0,0.47,0.182170543,1.521144749
47.676,9.0375,0,0.47,0.182170543,1.521144749
47.676,9.065,0,0.47,0.182170543,1.521144749
47.676,9.0925,0,0.47,0.182170543,1.521144749
47.676,9.12,0,0.47,0.182170543,1.521144749
47.676,9.23,0,0.47,0.182170543,1.521144749
47.676,9.2575,0,0.47,0.182170543,1.521144749
47.676,9.285,0,0.47,0.182170543,1.521144749
47.676,10.275,0,0.47,0.182170543,1.521144749
47.676,10.633,0,0.47,0.182170543,1.521144749
47.676,10.742,0,0.47,0.182170543,1.521144749
47.676,10.797,0,0.47,0.182170543,1.521144749
47.691,6.095,0,0.47,0.182170543,1.521144749
47.691,6.1225,0,0.47,0.182170543,1.521144749
47.691,6.15,0,0.47,0.182170543,1.521144749
47.691,6.1775,0,0.47,0.182170543,1.521144749
47.691,6.205,0,0.47,0.182170543,1.521144749
47.691,6.2325,0,0.47,0.182170543,1.521144749
47.691,6.26,0,0.47,0.182170543,1.521144749
47.691,6.2875,0,0.47,0.182170543,1.521144749
47.691,6.59,0,0.47,0.182170543,1.521144749
47.691,6.6175,0,0.47,0.182170543,1.521144749
47.691,6.645,0,0.47,0.182170543,1.521144749
47.691,6.6725,0,0.47,0.182170543,1.521144749
47.691,6.7,0,0.47,0.182170543,1.521144749
47.691,6.7275,0,0.47,0.182170543,1.521144749
47.691,6.755,0,0.47,0.182170543,1.521144749
47.691,6.7825,0,0.47,0.182170543,1.521144749
47.691,6.81,0,0.47,0.182170543,1.521144749
47.691,6.8375,0,0.47,0.182170543,1.521144749
47.691,6.865,0,0.47,0.182170543,1.521144749
47.691,6.8925,0,0.47,0.182170543,1.521144749
47.691,6.92,0,0.47,0.182170543,1.521144749
47.691,7.2775,0,0.47,0.182170543,1.521144749
47.691,7.305,0,0.47,0.182170543,1.521144749
47.691,7.3325,0,0.47,0.182170543,1.521144749
47.691,7.36,0,0.47,0.182170543,1.521144749
47.691,7.69,0,0.47,0.182170543,1.521144749
47.691,7.7175,0,0.47,0.182170543,1.521144749
47.691,7.745,0,0.47,0.182170543,1.521144749
47.691,7.7725,0,0.47,0.182170543,1.521144749
47.691,7.8,0,0.47,0.182170543,1.521144749
47.691,7.8275,0,0.47,0.182170543,1.521144749
47.691,7.855,0,0.47,0.182170543,1.521144749
47.691,7.8825,0,0.47,0.182170543,1.521144749
47.691,7.91,0,0.47,0.182170543,1.521144749
47.691,7.9375,0,0.47,0.182170543,1.521144749
47.691,7.965,0,0.47,0.182170543,1.521144749
47.691,7.9925,0,0.47,0.182170543,1.521144749
47.691,8.02,0,0.47,0.182170543,1.521144749
47.691,8.0475,0,0.47,0.182170543,1.521144749
47.691,8.075,0,0.47,0.182170543,1.521144749
47.691,8.1025,0,0.47,0.182170543,1.521144749
47.691,8.13,0,0.47,0.182170543,1.521144749
47.691,8.1575,0,0.47,0.182170543,1.521144749
47.691,8.185,0,0.47,0.182170543,1.521144749
47.691,8.2125,0,0.47,0.182170543,1.521144749
47.691,8.24,0,0.47,0.182170543,1.521144749
47.691,8.2675,0,0.47,0.182170543,1.521144749
47.691,8.3225,0,0.47,0.182170543,1.521144749
47.691,9.01,0,0.47,0.182170543,1.521144749
47.691,9.0375,0,0.47,0.182170543,1.521144749
47.691,9.0925,0,0.47,0.182170543,1.521144749
47.691,9.2025,0,0.47,0.182170543,1.521144749
47.691,9.23,0,0.47,0.182170543,1.521144749
47.691,9.2575,0,0.47,0.182170543,1.521144749
47.691,10.797,0,0.47,0.182170543,1.521144749
47.691,10.825,0,0.47,0.182170543,1.521144749
47.706,6.095,0,0.47,0.182170543,1.521144749
47.706,6.1225,0,0.47,0.182170543,1.521144749
47.706,6.15,0,0.47,0.182170543,1.521144749
47.706,6.1775,0,0.47,0.182170543,1.521144749
47.706,6.205,0,0.47,0.182170543,1.521144749
47.706,6.2325,0,0.47,0.182170543,1.521144749
47.706,6.26,0,0.47,0.182170543,1.521144749
47.706,6.2875,0,0.47,0.182170543,1.521144749
47.706,6.315,0,0.47,0.182170543,1.521144749
47.706,6.3425,0,0.47,0.182170543,1.521144749
47.706,6.535,0,0.47,0.182170543,1.521144749
47.706,6.5625,0,0.47,0.182170543,1.521144749
47.706,6.59,0,0.47,0.182170543,1.521144749
47.706,6.6175,0,0.47,0.182170543,1.521144749
47.706,6.645,0,0.47,0.182170543,1.521144749
47.706,6.6725,0,0.47,0.182170543,1.521144749
47.706,6.7,0,0.47,0.182170543,1.521144749
47.706,6.7275,0,0.47,0.182170543,1.521144749
47.706,6.755,0,0.47,0.182170543,1.521144749
47.706,6.7825,0,0.47,0.182170543,1.521144749
47.706,6.81,0,0.47,0.182170543,1.521144749
47.706,6.8925,0,0.47,0.182170543,1.521144749
47.706,6.92,0,0.47,0.182170543,1.521144749
47.706,6.9475,0,0.47,0.182170543,1.521144749
47.706,6.975,0,0.47,0.182170543,1.521144749
47.706,7.0025,0,0.47,0.182170543,1.521144749
47.706,7.085,0,0.47,0.182170543,1.521144749
47.706,7.305,0,0.47,0.182170543,1.521144749
47.706,7.3325,0,0.47,0.182170543,1.521144749
47.706,7.58,0,0.47,0.182170543,1.521144749
47.706,7.6625,0,0.47,0.182170543,1.521144749
47.706,7.69,0,0.47,0.182170543,1.521144749
47.706,7.7175,0,0.47,0.182170543,1.521144749
47.706,7.745,0,0.47,0.182170543,1.521144749
47.706,7.7725,0,0.47,0.182170543,1.521144749
47.706,7.8,0,0.47,0.182170543,1.521144749
47.706,7.8275,0,0.47,0.182170543,1.521144749
47.706,7.855,0,0.47,0.182170543,1.521144749
47.706,7.8825,0,0.47,0.182170543,1.521144749
47.706,7.91,0,0.47,0.182170543,1.521144749
47.706,7.9375,0,0.47,0.182170543,1.521144749
47.706,7.965,0,0.47,0.182170543,1.521144749
47.706,7.9925,0,0.47,0.182170543,1.521144749
47.706,8.02,0,0.47,0.182170543,1.521144749
47.706,8.0475,0,0.47,0.182170543,1.521144749
47.706,8.075,0,0.47,0.182170543,1.521144749
47.706,8.1025,0,0.47,0.182170543,1.521144749
47.706,8.13,0,0.47,0.182170543,1.521144749
47.706,8.1575,0,0.47,0.182170543,1.521144749
47.706,8.185,0,0.47,0.182170543,1.521144749
47.706,8.2125,0,0.47,0.182170543,1.521144749
47.706,8.24,0,0.47,0.182170543,1.521144749
47.706,8.2675,0,0.47,0.182170543,1.521144749
47.706,8.295,0,0.47,0.182170543,1.521144749
47.706,8.4875,0,0.47,0.182170543,1.521144749
47.706,8.6525,0,0.47,0.182170543,1.521144749
47.706,9.01,0,0.47,0.182170543,1.521144749
47.706,9.0375,0,0.47,0.182170543,1.521144749
47.706,9.065,0,0.47,0.182170543,1.521144749
47.706,9.2025,0,0.47,0.182170543,1.521144749
47.706,9.23,0,0.47,0.182170543,1.521144749
47.706,10.797,0,0.47,0.182170543,1.521144749
47.706,10.825,0,0.47,0.182170543,1.521144749
47.72,6.095,0,0.47,0.182170543,1.521144749
47.72,6.1225,0,0.47,0.182170543,1.521144749
47.72,6.15,0,0.47,0.182170543,1.521144749
47.72,6.1775,0,0.47,0.182170543,1.521144749
47.72,6.205,0,0.47,0.182170543,1.521144749
47.72,6.2325,0,0.47,0.182170543,1.521144749
47.72,6.2875,0,0.47,0.182170543,1.521144749
47.72,6.315,0,0.47,0.182170543,1.521144749
47.72,6.3425,0,0.47,0.182170543,1.521144749
47.72,6.5075,0,0.47,0.182170543,1.521144749
47.72,6.535,0,0.47,0.182170543,1.521144749
47.72,6.5625,0,0.47,0.182170543,1.521144749
47.72,6.59,0,0.47,0.182170543,1.521144749
47.72,6.6175,0,0.47,0.182170543,1.521144749
47.72,6.645,0,0.47,0.182170543,1.521144749
47.72,6.6725,0,0.47,0.182170543,1.521144749
47.72,6.7,0,0.47,0.182170543,1.521144749
47.72,6.7275,0,0.47,0.182170543,1.521144749
47.72,6.755,0,0.47,0.182170543,1.521144749
47.72,6.7825,0,0.47,0.182170543,1.521144749
47.72,6.81,0,0.47,0.182170543,1.521144749
47.72,6.865,0,0.47,0.182170543,1.521144749
47.72,6.8925,0,0.47,0.182170543,1.521144749
47.72,6.92,0,0.47,0.182170543,1.521144749
47.72,6.9475,0,0.47,0.182170543,1.521144749
47.72,6.975,0,0.47,0.182170543,1.521144749
47.72,7.0025,0,0.47,0.182170543,1.521144749
47.72,7.0575,0,0.47,0.182170543,1.521144749
47.72,7.195,0,0.47,0.182170543,1.521144749
47.72,7.305,0,0.47,0.182170543,1.521144749
47.72,7.3325,0,0.47,0.182170543,1.521144749
47.72,7.3875,0,0.47,0.182170543,1.521144749
47.72,7.69,0,0.47,0.182170543,1.521144749
47.72,7.7175,0,0.47,0.182170543,1.521144749
47.72,7.745,0,0.47,0.182170543,1.521144749
47.72,7.7725,0,0.47,0.182170543,1.521144749
47.72,7.8,0,0.47,0.182170543,1.521144749
47.72,7.8275,0,0.47,0.182170543,1.521144749
47.72,7.855,0,0.47,0.182170543,1.521144749
47.72,7.8825,0,0.47,0.182170543,1.521144749
47.72,7.91,0,0.47,0.182170543,1.521144749
47.72,7.9375,0,0.47,0.182170543,1.521144749
47.72,7.965,0,0.47,0.182170543,1.521144749
47.72,7.9925,0,0.47,0.182170543,1.521144749
47.72,8.02,0,0.47,0.182170543,1.521144749
47.72,8.0475,0,0.47,0.182170543,1.521144749
47.72,8.075,0,0.47,0.182170543,1.521144749
47.72,8.1025,0,0.47,0.182170543,1.521144749
47.72,8.13,0,0.47,0.182170543,1.521144749
47.72,8.1575,0,0.47,0.182170543,1.521144749
47.72,8.185,0,0.47,0.182170543,1.521144749
47.72,8.2125,0,0.47,0.182170543,1.521144749
47.72,8.24,0,0.47,0.182170543,1.521144749
47.72,8.2675,0,0.47,0.182170543,1.521144749
47.72,8.35,0,0.47,0.182170543,1.521144749
47.72,8.6525,0,0.47,0.182170543,1.521144749
47.72,8.955,0,0.47,0.182170543,1.521144749
47.72,8.9825,0,0.47,0.182170543,1.521144749
47.72,9.01,0,0.47,0.182170543,1.521144749
47.72,9.0375,0,0.47,0.182170543,1.521144749
47.72,9.2025,0,0.47,0.182170543,1.521144749
47.734,5.8475,0,0.47,0.182170543,1.521144749
47.734,6.0125,0,0.47,0.182170543,1.521144749
47.734,6.1225,0,0.47,0.182170543,1.521144749
47.734,6.205,0,0.47,0.182170543,1.521144749
47.734,6.26,0,0.47,0.182170543,1.521144749
47.734,6.315,0,0.47,0.182170543,1.521144749
47.734,6.48,0,0.47,0.182170543,1.521144749
47.734,6.5075,0,0.47,0.182170543,1.521144749
47.734,6.535,0,0.47,0.182170543,1.521144749
47.734,6.5625,0,0.47,0.182170543,1.521144749
47.734,6.59,0,0.47,0.182170543,1.521144749
47.734,6.6175,0,0.47,0.182170543,1.521144749
47.734,6.645,0,0.47,0.182170543,1.521144749
47.734,6.6725,0,0.47,0.182170543,1.521144749
47.734,6.7,0,0.47,0.182170543,1.521144749
47.734,6.7275,0,0.47,0.182170543,1.521144749
47.734,6.755,0,0.47,0.182170543,1.521144749
47.734,6.7825,0,0.47,0.182170543,1.521144749
47.734,6.81,0,0.47,0.182170543,1.521144749
47.734,6.865,0,0.47,0.182170543,1.521144749
47.734,6.8925,0,0.47,0.182170543,1.521144749
47.734,6.92,0,0.47,0.182170543,1.521144749
47.734,6.9475,0,0.47,0.182170543,1.521144749
47.734,6.975,0,0.47,0.182170543,1.521144749
47.734,7.0025,0,0.47,0.182170543,1.521144749
47.734,7.1675,0,0.47,0.182170543,1.521144749
47.734,7.195,0,0.47,0.182170543,1.521144749
47.734,7.2225,0,0.47,0.182170543,1.521144749
47.734,7.3325,0,0.47,0.182170543,1.521144749
47.734,7.69,0,0.47,0.182170543,1.521144749
47.734,7.7175,0,0.47,0.182170543,1.521144749
47.734,7.745,0,0.47,0.182170543,1.521144749
47.734,7.7725,0,0.47,0.182170543,1.521144749
47.734,7.8,0,0.47,0.182170543,1.521144749
47.734,7.8275,0,0.47,0.182170543,1.521144749
47.734,7.855,0,0.47,0.182170543,1.521144749
47.734,7.8825,0,0.47,0.182170543,1.521144749
47.734,7.91,0,0.47,0.182170543,1.521144749
47.734,7.9375,0,0.47,0.182170543,1.521144749
47.734,7.965,0,0.47,0.182170543,1.521144749
47.734,7.9925,0,0.47,0.182170543,1.521144749
47.734,8.02,0,0.47,0.182170543,1.521144749
47.734,8.0475,0,0.47,0.182170543,1.521144749
47.734,8.075,0,0.47,0.182170543,1.521144749
47.734,8.1025,0,0.47,0.182170543,1.521144749
47.734,8.13,0,0.47,0.182170543,1.521144749
47.734,8.1575,0,0.47,0.182170543,1.521144749
47.734,8.185,0,0.47,0.182170543,1.521144749
47.734,8.2125,0,0.47,0.182170543,1.521144749
47.734,8.24,0,0.47,0.182170543,1.521144749
47.734,8.2675,0,0.47,0.182170543,1.521144749
47.734,8.295,0,0.47,0.182170543,1.521144749
47.734,8.35,0,0.47,0.182170543,1.521144749
47.734,8.8175,0,0.47,0.182170543,1.521144749
47.734,8.8725,0,0.47,0.182170543,1.521144749
47.734,8.955,0,0.47,0.182170543,1.521144749
47.734,9.175,0,0.47,0.182170543,1.521144749
47.734,9.2025,0,0.47,0.182170543,1.521144749
47.734,10.825,0,0.47,0.182170543,1.521144749
47.749,5.8475,0,0.47,0.182170543,1.521144749
47.749,5.875,0,0.47,0.182170543,1.521144749
47.749,5.9025,0,0.47,0.182170543,1.521144749
47.749,5.93,0,0.47,0.182170543,1.521144749
47.749,5.9575,0,0.47,0.182170543,1.521144749
47.749,5.985,0,0.47,0.182170543,1.521144749
47.749,6.0125,0,0.47,0.182170543,1.521144749
47.749,6.1225,0,0.47,0.182170543,1.521144749
47.749,6.2325,0,0.47,0.182170543,1.521144749
47.749,6.2875,0,0.47,0.182170543,1.521144749
47.749,6.315,0,0.47,0.182170543,1.521144749
47.749,6.48,0,0.47,0.182170543,1.521144749
47.749,6.535,0,0.47,0.182170543,1.521144749
47.749,6.5625,0,0.47,0.182170543,1.521144749
47.749,6.59,0,0.47,0.182170543,1.521144749
47.749,6.6175,0,0.47,0.182170543,1.521144749
47.749,6.645,0,0.47,0.182170543,1.521144749
47.749,6.6725,0,0.47,0.182170543,1.521144749
47.749,6.7,0,0.47,0.182170543,1.521144749
47.749,6.7275,0,0.47,0.182170543,1.521144749
47.749,6.755,0,0.47,0.182170543,1.521144749
47.749,6.7825,0,0.47,0.182170543,1.521144749
47.749,6.81,0,0.47,0.182170543,1.521144749
47.749,6.8375,0,0.47,0.182170543,1.521144749
47.749,6.865,0,0.47,0.182170543,1.521144749
47.749,6.8925,0,0.47,0.182170543,1.521144749
47.749,6.92,0,0.47,0.182170543,1.521144749
47.749,6.9475,0,0.47,0.182170543,1.521144749
47.749,6.975,0,0.47,0.182170543,1.521144749
47.749,7.0025,0,0.47,0.182170543,1.521144749
47.749,7.1125,0,0.47,0.182170543,1.521144749
47.749,7.25,0,0.47,0.182170543,1.521144749
47.749,7.2775,0,0.47,0.182170543,1.521144749
47.749,7.6075,0,0.47,0.182170543,1.521144749
47.749,7.6625,0,0.47,0.182170543,1.521144749
47.749,7.69,0,0.47,0.182170543,1.521144749
47.749,7.7175,0,0.47,0.182170543,1.521144749
47.749,7.745,0,0.47,0.182170543,1.521144749
47.749,7.7725,0,0.47,0.182170543,1.521144749
47.749,7.8,0,0.47,0.182170543,1.521144749
47.749,7.8275,0,0.47,0.182170543,1.521144749
47.749,7.855,0,0.47,0.182170543,1.521144749
47.749,7.8825,0,0.47,0.182170543,1.521144749
47.749,7.91,0,0.47,0.182170543,1.521144749
47.749,7.9375,0,0.47,0.182170543,1.521144749
47.749,7.965,0,0.47,0.182170543,1.521144749
47.749,7.9925,0,0.47,0.182170543,1.521144749
47.749,8.02,0,0.47,0.182170543,1.521144749
47.749,8.0475,0,0.47,0.182170543,1.521144749
47.749,8.075,0,0.47,0.182170543,1.521144749
47.749,8.1025,0,0.47,0.182170543,1.521144749
47.749,8.13,0,0.47,0.182170543,1.521144749
47.749,8.1575,0,0.47,0.182170543,1.521144749
47.749,8.185,0,0.47,0.182170543,1.521144749
47.749,8.2125,0,0.47,0.182170543,1.521144749
47.749,8.24,0,0.47,0.182170543,1.521144749
47.749,8.2675,0,0.47,0.182170543,1.521144749
47.749,8.295,0,0.47,0.182170543,1.521144749
47.749,8.35,0,0.47,0.182170543,1.521144749
47.749,8.515,0,0.47,0.182170543,1.521144749
47.749,9.1475,0,0.47,0.182170543,1.521144749
47.749,9.175,0,0.47,0.182170543,1.521144749
47.764,5.875,0,0.47,0.182170543,1.521144749
47.764,5.9025,0,0.47,0.182170543,1.521144749
47.764,5.93,0,0.47,0.182170543,1.521144749
47.764,5.9575,0,0.47,0.182170543,1.521144749
47.764,5.985,0,0.47,0.182170543,1.521144749
47.764,6.0125,0,0.47,0.182170543,1.521144749
47.764,6.48,0,0.47,0.182170543,1.521144749
47.764,6.5075,0,0.47,0.182170543,1.521144749
47.764,6.535,0,0.47,0.182170543,1.521144749
47.764,6.5625,0,0.47,0.182170543,1.521144749
47.764,6.59,0,0.47,0.182170543,1.521144749
47.764,6.6175,0,0.47,0.182170543,1.521144749
47.764,6.645,0,0.47,0.182170543,1.521144749
47.764,6.6725,0,0.47,0.182170543,1.521144749
47.764,6.7,0,0.47,0.182170543,1.521144749
47.764,6.7275,0,0.47,0.182170543,1.521144749
47.764,6.755,0,0.47,0.182170543,1.521144749
47.764,6.7825,0,0.47,0.182170543,1.521144749
47.764,6.81,0,0.47,0.182170543,1.521144749
47.764,6.8375,0,0.47,0.182170543,1.521144749
47.764,6.865,0,0.47,0.182170543,1.521144749
47.764,6.8925,0,0.47,0.182170543,1.521144749
47.764,6.92,0,0.47,0.182170543,1.521144749
47.764,6.9475,0,0.47,0.182170543,1.521144749
47.764,6.975,0,0.47,0.182170543,1.521144749
47.764,7.0025,0,0.47,0.182170543,1.521144749
47.764,7.03,0,0.47,0.182170543,1.521144749
47.764,7.0575,0,0.47,0.182170543,1.521144749
47.764,7.085,0,0.47,0.182170543,1.521144749
47.764,7.3325,0,0.47,0.182170543,1.521144749
47.764,7.36,0,0.47,0.182170543,1.521144749
47.764,7.58,0,0.47,0.182170543,1.521144749
47.764,7.6075,0,0.47,0.182170543,1.521144749
47.764,7.69,0,0.47,0.182170543,1.521144749
47.764,7.7175,0,0.47,0.182170543,1.521144749
47.764,7.745,0,0.47,0.182170543,1.521144749
47.764,7.7725,0,0.47,0.182170543,1.521144749
47.764,7.8,0,0.47,0.182170543,1.521144749
47.764,7.8275,0,0.47,0.182170543,1.521144749
47.764,7.855,0,0.47,0.182170543,1.521144749
47.764,7.8825,0,0.47,0.182170543,1.521144749
47.764,7.91,0,0.47,0.182170543,1.521144749
47.764,7.9375,0,0.47,0.182170543,1.521144749
47.764,7.965,0,0.47,0.182170543,1.521144749
47.764,7.9925,0,0.47,0.182170543,1.521144749
47.764,8.02,0,0.47,0.182170543,1.521144749
47.764,8.0475,0,0.47,0.182170543,1.521144749
47.764,8.075,0,0.47,0.182170543,1.521144749
47.764,8.1025,0,0.47,0.182170543,1.521144749
47.764,8.13,0,0.47,0.182170543,1.521144749
47.764,8.1575,0,0.47,0.182170543,1.521144749
47.764,8.185,0,0.47,0.182170543,1.521144749
47.764,8.2125,0,0.47,0.182170543,1.521144749
47.764,8.24,0,0.47,0.182170543,1.521144749
47.764,8.2675,0,0.47,0.182170543,1.521144749
47.764,8.295,0,0.47,0.182170543,1.521144749
47.764,8.35,0,0.47,0.182170543,1.521144749
47.764,8.8175,0,0.47,0.182170543,1.521144749
47.764,9.12,0,0.47,0.182170543,1.521144749
47.764,9.1475,0,0.47,0.182170543,1.521144749
47.778,5.8475,0,0.47,0.182170543,1.521144749
47.778,5.9025,0,0.47,0.182170543,1.521144749
47.778,5.93,0,0.47,0.182170543,1.521144749
47.778,5.9575,0,0.47,0.182170543,1.521144749
47.778,5.985,0,0.47,0.182170543,1.521144749
47.778,6.48,0,0.47,0.182170543,1.521144749
47.778,6.5075,0,0.47,0.182170543,1.521144749
47.778,6.535,0,0.47,0.182170543,1.521144749
47.778,6.5625,0,0.47,0.182170543,1.521144749
47.778,6.59,0,0.47,0.182170543,1.521144749
47.778,6.6175,0,0.47,0.182170543,1.521144749
47.778,6.645,0,0.47,0.182170543,1.521144749
47.778,6.6725,0,0.47,0.182170543,1.521144749
47.778,6.7,0,0.47,0.182170543,1.521144749
47.778,6.7275,0,0.47,0.182170543,1.521144749
47.778,6.755,0,0.47,0.182170543,1.521144749
47.778,6.7825,0,0.47,0.182170543,1.521144749
47.778,6.81,0,0.47,0.182170543,1.521144749
47.778,6.8375,0,0.47,0.182170543,1.521144749
47.778,6.865,0,0.47,0.182170543,1.521144749
47.778,6.8925,0,0.47,0.182170543,1.521144749
47.778,6.92,0,0.47,0.182170543,1.521144749
47.778,6.9475,0,0.47,0.182170543,1.521144749
47.778,6.975,0,0.47,0.182170543,1.521144749
47.778,7.0025,0,0.47,0.182170543,1.521144749
47.778,7.03,0,0.47,0.182170543,1.521144749
47.778,7.0575,0,0.47,0.182170543,1.521144749
47.778,7.085,0,0.47,0.182170543,1.521144749
47.778,7.36,0,0.47,0.182170543,1.521144749
47.778,7.69,0,0.47,0.182170543,1.521144749
47.778,7.7175,0,0.47,0.182170543,1.521144749
47.778,7.745,0,0.47,0.182170543,1.521144749
47.778,7.7725,0,0.47,0.182170543,1.521144749
47.778,7.8,0,0.47,0.182170543,1.521144749
