#NET STA   CHA LOC    LAT      LON       ELEV ONDATE     OFFDATE 
AZ  BZN   HGZ  --  33.49150 -116.66700  1301 2004/08/25 2010/02/17
AZ  BZN   HGZ  --  33.49150 -116.66700  1301 2004/08/25 2010/02/17
AZ  BZN   HHZ  --  33.49150 -116.66700  1301 1992/12/13 3000/01/01
AZ  BZN   HHZ  --  33.49150 -116.66700  1301 1993/03/27 1999/12/21
AZ  BZN   HHZ  --  33.49150 -116.66700  1301 1992/12/13 3000/01/01
AZ  BZN   HHZ  --  33.49150 -116.66700  1301 1993/03/27 1999/12/21
AZ  BZN   HLZ  --  33.49150 -116.66700  1301 1993/03/07 1993/06/23
AZ  BZN   HLZ  --  33.49150 -116.66700  1301 1993/03/27 2004/08/04
AZ  BZN   HLZ  --  33.49150 -116.66700  1301 1993/03/07 1993/06/23
AZ  BZN   HLZ  --  33.49150 -116.66700  1301 1993/03/27 2004/08/04
AZ  BZN   HNZ  --  33.49150 -116.66700  1301 2002/01/12 3000/01/01
AZ  BZN   HNZ  --  33.49150 -116.66700  1301 2002/01/12 3000/01/01
AZ  BZN   LHZ  --  33.49150 -116.66700  1301 1999/12/21 3000/01/01
AZ  BZN   LHZ  --  33.49150 -116.66700  1301 1999/12/21 3000/01/01
NC  C001  HNZ  01  37.52150 -121.93376    96 2009/01/14 3000/01/01
NC  C002  HNZ  01  37.55845 -122.03451     7 2009/03/09 3000/01/01
NC  C003  HNZ  01  37.70721 -122.08397    74 2009/03/16 3000/01/01
NC  C004  HNZ  01  37.84406 -122.21795   189 2009/03/31 3000/01/01
NC  C005  HNZ  01  37.81075 -122.23608   187 2009/04/06 3000/01/01
NC  C006  HNZ  01  37.59178 -122.05824     0 2009/04/09 3000/01/01
NC  C007  HNZ  01  37.89557 -122.26280   255 2009/04/23 3000/01/01
NC  C008  HNZ  01  37.89565 -122.29359     4 2009/05/01 3000/01/01
NC  C009  HNZ  01  37.80486 -122.18410   263 2009/05/13 2012/07/02
NC  C010  HNZ  01  37.94400 -122.00993    51 2009/05/14 3000/01/01
NC  C011  HNZ  01  37.90642 -122.29238    30 2009/05/18 3000/01/01
NC  C012  HNZ  01  37.92636 -122.31248    36 2009/05/28 3000/01/01
NC  C013  HNZ  01  37.82383 -122.18861   403 2009/06/03 3000/01/01
NC  C014  HNZ  01  37.68269 -122.06000    68 2009/06/22 2011/02/18
NC  C015  HNZ  01  37.55944 -121.99373    23 2009/06/23 3000/01/01
NC  C016  HNZ  01  37.39635 -121.86703    33 2009/06/24 3000/01/01
NC  C017  HNZ  01  37.50649 -121.92620    34 2009/07/01 3000/01/01
NC  C018  HNZ  01  37.97930 -122.11738    90 2009/07/07 3000/01/01
NC  C019  HNZ  01  37.98365 -122.01386    31 2009/07/07 2011/03/23
NC  C020  HNZ  01  37.80085 -122.20752    74 2009/07/08 3000/01/01
NC  C021  HNZ  01  37.69500 -122.06376    68 2009/07/14 3000/01/01
NC  C022  HNZ  01  37.53614 -121.97495    10 2009/07/21 2012/07/25
NC  C023  HNZ  01  37.51044 -121.95400     1 2009/08/11 2011/06/29
NC  C024  HNZ  01  37.94334 -122.33584    25 2009/08/25 3000/01/01
NC  C025  HNZ  01  37.64372 -121.90046    97 2009/09/16 2013/04/02
NC  C026  HNZ  01  37.87052 -122.05135    89 2009/09/21 3000/01/01
NC  C027  HNZ  01  37.79351 -121.97967   135 2009/09/21 3000/01/01
NC  C028  HNZ  01  37.85095 -122.24588   104 2009/09/29 3000/01/01
NC  C029  HNZ  01  37.78882 -121.97125   129 2009/09/30 3000/01/01
NC  C030  HNZ  01  37.15492 -121.60989   268 2009/10/07 3000/01/01
NC  C031  HNZ  01  37.86322 -122.27693    29 2009/10/20 3000/01/01
NC  C032  HNZ  01  38.08251 -122.15759    76 2009/11/24 3000/01/01
NC  C033  HNZ  01  37.84670 -122.28954     2 2009/12/09 3000/01/01
NC  C034  HNZ  01  37.57280 -121.96332    15 2010/03/15 3000/01/01
NC  C035  HNZ  01  37.96980 -122.02692    23 2010/04/08 3000/01/01
NC  C036  HNZ  01  37.38024 -121.79311   329 2010/04/21 3000/01/01
NC  C037  HNZ  01  37.35515 -121.88485    22 2010/04/29 2010/08/18
NC  C038  HNZ  01  37.72046 -122.17654    28 2010/05/04 3000/01/01
NC  C039  HNZ  01  37.46707 -121.91160    27 2010/05/12 3000/01/01
NC  C040  HNZ  01  37.98966 -122.31409    53 2010/07/06 3000/01/01
NC  C041  HNZ  01  37.37570 -121.82609    54 2010/07/08 3000/01/01
NC  C042  HNZ  01  37.82226 -122.12768   150 2010/07/13 3000/01/01
NC  C043  HNZ  01  37.86848 -122.24855   154 2010/07/13 3000/01/01
NC  C044  HNZ  01  37.73078 -122.23119    -5 2010/08/03 3000/01/01
NC  C045  HNZ  01  37.74962 -121.96196   138 2010/08/11 3000/01/01
NC  C046  HNZ  01  37.35363 -121.88254     7 2010/08/18 3000/01/01
NC  C047  HNZ  01  37.82915 -122.02029   116 2010/08/23 3000/01/01
NC  C048  HNZ  01  37.57509 -121.99166    15 2010/08/25 3000/01/01
NC  C049  HNZ  01  37.77660 -122.27846     9 2010/08/30 3000/01/01
NC  C050  HNZ  01  37.52397 -121.92561   106 2010/09/13 3000/01/01
NC  C051  HNZ  01  37.74665 -122.23861     0 2010/09/23 3000/01/01
NC  C052  HNZ  01  37.29625 -121.80662    50 2010/11/09 3000/01/01
NC  C053  HNZ  01  37.68539 -121.87335   106 2010/11/30 3000/01/01
NC  C054  HNZ  01  37.27119 -121.82442    57 2011/03/10 3000/01/01
NC  C055  HNZ  01  37.65745 -122.11035    11 2011/03/28 3000/01/01
NC  C056  HNZ  01  37.63631 -122.12636   -15 2011/04/20 3000/01/01
NC  C057  HNZ  01  37.95554 -121.69788    24 2012/02/02 3000/01/01
NC  C058  HNZ  01  37.75642 -122.22576     8 2012/02/16 3000/01/01
NC  C059  HNZ  01  37.34257 -121.77237   244 2012/03/01 3000/01/01
NC  C060  HNZ  01  37.58482 -122.02712     3 2012/03/08 3000/01/01
NC  C061  HNZ  01  37.77791 -122.20970    18 2012/04/12 3000/01/01
NC  C062  HNZ  01  37.66753 -121.90343    86 2012/04/27 3000/01/01
NC  C063  HNZ  01  37.76514 -122.18909   -40 2012/05/17 3000/01/01
NC  C064  HNZ  01  37.80512 -122.18457   250 2012/07/02 3000/01/01
NC  C065  HNZ  01  37.96294 -122.27589   110 2012/08/24 2013/01/15
NC  C066  HNZ  01  37.91324 -122.28584   153 2012/11/26 3000/01/01
NC  C067  HNZ  01  37.97609 -122.28955   113 2013/02/13 3000/01/01
NC  C068  HNZ  01  37.64464 -122.07405    13 2013/02/28 3000/01/01
NC  C069  HNZ  01  37.64775 -121.89606    83 2013/04/18 3000/01/01
NC  C070  HNZ  01  37.70278 -122.13183     3 2013/04/23 3000/01/01
NC  C071  HNZ  01  37.68214 -122.13322     1 2013/04/29 3000/01/01
NC  C072  HNZ  01  37.28581 -121.75589   160 2013/05/01 3000/01/01
NC  C073  HNZ  01  37.65579 -122.05423   190 2013/08/13 3000/01/01
NP  CAB   EHZ  --  34.15573 -118.64093   259 1997/04/04 2000/03/30
NP  CAB   EHZ  --  34.15573 -118.64093   259 1997/04/04 2000/03/30
CI  CAB   EHZ  --  34.15573 -118.64093   259 1997/04/04 2000/03/30
CI  CAB   EHZ  --  34.15573 -118.64093   259 1997/04/04 2000/03/30
NP  CAB   HLZ  --  34.15573 -118.64093   259 1997/04/04 2000/03/30
NP  CAB   HLZ  --  34.15573 -118.64093   259 1997/04/04 2000/03/30
CI  CAB   HLZ  --  34.15573 -118.64093   259 1997/04/04 2000/03/30
CI  CAB   HLZ  --  34.15573 -118.64093   259 1997/04/04 2000/03/30
NC  CAC   EHZ  --  34.13678 -118.12199   230 2003/03/07 3000/01/01
CI  CAC   EHZ  --  34.13678 -118.12199   230 2003/03/07 3000/01/01
NC  CAC   HLZ  --  34.13678 -118.12199   230 2003/03/07 2008/06/17
CI  CAC   HLZ  --  34.13678 -118.12199   230 2003/03/07 2008/06/17
NC  CAC   HNZ  --  34.13678 -118.12199   230 2008/06/17 3000/01/01
CI  CAC   HNZ  --  34.13678 -118.12199   230 2008/06/17 3000/01/01
NC  CADB  HNZ  --  37.16346 -121.62645   190 2001/06/13 3000/01/01
NC  CAG   HNZ  --  37.85727 -122.42266    60 2002/03/15 3000/01/01
NC  CAL   HNZ  --  37.45035 -121.80037   251 2001/02/07 3000/01/01
CI  CAP   BHZ  --  33.38822 -117.19495   285 2000/04/13 2007/10/25
CI  CAP   HHZ  --  33.38822 -117.19495   285 2000/04/13 2007/10/25
CI  CAP   HLZ  --  33.38822 -117.19495   285 2000/04/13 2007/10/25
CI  CAP   LHZ  --  33.38822 -117.19495   285 2000/04/13 2007/10/25
CI  CAP   LLZ  --  33.38822 -117.19495   285 2000/04/13 2007/10/25
CI  CAP   VHZ  --  33.38822 -117.19495   285 2000/04/13 2007/10/25
CI  CAR   BHZ  --  35.30819 -119.84583   765 2006/04/07 3000/01/01
CI  CAR   HHZ  --  35.30819 -119.84583   765 2006/04/07 3000/01/01
CI  CAR   HLZ  --  35.30819 -119.84583   765 2006/04/07 2008/05/08
CI  CAR   HNZ  --  35.30819 -119.84583   765 2008/05/08 3000/01/01
CI  CAR   LHZ  --  35.30819 -119.84583   765 2006/04/07 3000/01/01
CI  CAR   LLZ  --  35.30819 -119.84583   765 2006/04/07 2008/05/08
CI  CAR   LNZ  --  35.30819 -119.84583   765 2008/05/08 3000/01/01
CI  CAR   VHZ  --  35.30819 -119.84583   765 2006/04/07 3000/01/01
CI  CAR   VMZ  --  35.30819 -119.84583   765 2006/04/07 2010/07/27
NN  CAS   EHZ  --  37.57570 -118.55390  2295 1990/01/01 3000/01/01
NN  CAS   SHZ  --  37.57570 -118.55390  2295 1982/11/05 2010/10/28
CI  CBC   BLZ  --  34.14011 -118.12750   239 2003/01/28 2008/11/04
CI  CBC   BNZ  40  34.13972 -118.12715   253 2011/06/28 3000/01/01
CI  CBC   BNZ  41  34.13989 -118.12756   253 2011/06/28 3000/01/01
CI  CBC   BNZ  --  34.14011 -118.12750   239 2008/11/04 2011/06/28
CI  CBC   BNZ  10  34.14011 -118.12750   239 2011/06/28 3000/01/01
CI  CBC   BNZ  30  34.14011 -118.12750   248 2011/06/28 3000/01/01
CI  CBC   HLZ  --  34.14011 -118.12750   239 2003/01/28 2008/11/04
CI  CBC   HNZ  40  34.13972 -118.12715   253 2011/06/28 3000/01/01
CI  CBC   HNZ  41  34.13989 -118.12756   253 2011/06/28 3000/01/01
CI  CBC   HNZ  --  34.14011 -118.12750   239 2008/11/04 2011/06/28
CI  CBC   HNZ  10  34.14011 -118.12750   239 2011/06/28 3000/01/01
CI  CBC   HNZ  30  34.14011 -118.12750   248 2011/06/28 3000/01/01
CI  CBC   LLZ  --  34.14011 -118.12750   239 2003/01/28 2008/11/04
CI  CBC   LNZ  40  34.13972 -118.12715   253 2011/06/28 3000/01/01
CI  CBC   LNZ  41  34.13989 -118.12756   253 2011/06/28 3000/01/01
CI  CBC   LNZ  --  34.14011 -118.12750   239 2008/11/04 2011/06/28
CI  CBC   LNZ  10  34.14011 -118.12750   239 2011/06/28 3000/01/01
CI  CBC   LNZ  30  34.14011 -118.12750   248 2011/06/28 3000/01/01
NC  CBK   EHZ  --  32.91580 -116.25226   355 1996/03/06 3000/01/01
CI  CBK   EHZ  --  32.91580 -116.25226   355 1996/03/06 3000/01/01
NC  CBP   HNZ  --  37.74766 -121.70843   167 2001/09/26 3000/01/01
NC  CBR   HNZ  --  37.81647 -122.06302   580 2009/08/25 3000/01/01
BC  CBX   HHZ  --  32.31310 -116.66360  1250 2002/02/22 3000/01/01
CI  CCA   BHZ  --  35.15252 -118.01649   710 2014/03/17 3000/01/01
CI  CCA   EHZ  --  35.15252 -118.01649   710 2002/04/04 2013/11/05
CI  CCA   HHZ  --  35.15252 -118.01649   710 2014/03/17 3000/01/01
CI  CCA   HNZ  --  35.15252 -118.01649   710 2014/03/17 3000/01/01
CI  CCA   LHZ  --  35.15252 -118.01649   710 2014/03/17 3000/01/01
CI  CCA   LNZ  --  35.15252 -118.01649   710 2014/03/17 3000/01/01
CI  CCA   VHZ  --  35.15252 -118.01649   710 2014/03/17 3000/01/01
CI  CCA   VMZ  --  35.15252 -118.01649   710 2014/03/17 3000/01/01
CI  CCC   BHZ  --  35.52495 -117.36453   670 2001/06/22 3000/01/01
CI  CCC   HHZ  --  35.52495 -117.36453   670 2001/06/22 3000/01/01
CI  CCC   HLZ  --  35.52495 -117.36453   670 2001/06/22 2008/05/08
CI  CCC   HNZ  --  35.52495 -117.36453   670 2008/05/08 3000/01/01
CI  CCC   LHZ  --  35.52495 -117.36453   670 2001/06/22 3000/01/01
CI  CCC   LLZ  --  35.52495 -117.36453   670 2001/06/22 2008/05/08
CI  CCC   LNZ  --  35.52495 -117.36453   670 2008/05/08 3000/01/01
CI  CCC   VHZ  --  35.52495 -117.36453   670 2001/06/22 3000/01/01
NC  CCOB  HNZ  --  37.25898 -121.67312   371 2007/11/15 3000/01/01
BC  CCX   HHZ  --  31.86789 -116.66446    36 2011/06/29 3000/01/01
BC  CCX   HNZ  --  31.86789 -116.66446    36 2011/06/29 3000/01/01
NC  CDOB  HNZ  --  37.72940 -121.83346   139 2000/09/13 3000/01/01
CI  CFD   EHZ  --  34.39927 -119.51576     8 2014/03/24 3000/01/01
CI  CFD   HNZ  --  34.39927 -119.51576     8 2014/03/24 3000/01/01
CI  CFD   LNZ  --  34.39927 -119.51576     8 2014/03/24 3000/01/01
CI  CFS   BL1  --  34.10539 -117.28287   312 2002/05/15 2007/11/27
CI  CFS   HL1  --  34.10539 -117.28287   312 2002/05/15 2007/11/27
CI  CFS   HLZ  --  34.10539 -117.28287   312 2002/05/15 2008/01/19
CI  CFS   HNZ  00  34.10539 -117.28287   312 2008/01/19 3000/01/01
CI  CFS   HNZ  01  34.10539 -117.28287   312 2008/01/19 3000/01/01
CI  CFS   LL1  --  34.10539 -117.28287   312 2004/09/23 2007/11/27
CI  CFS   LLZ  --  34.10539 -117.28287   312 2002/05/15 2008/01/19
CI  CFS   LNZ  00  34.10539 -117.28287   312 2008/01/19 3000/01/01
CI  CFS   LNZ  01  34.10539 -117.28287   312 2008/01/19 3000/01/01
CI  CFT   EHZ  --  34.03547 -117.11241   682 1998/03/03 2012/04/19
CI  CFT   EHZ  --  34.03547 -117.11241   682 2012/04/19 3000/01/01
CI  CFT   HNZ  --  34.03547 -117.11241   682 2012/04/19 3000/01/01
CI  CFT   LNZ  --  34.03547 -117.11241   682 2012/04/19 3000/01/01
CI  CGO   BHZ  --  36.55040 -117.80295  2795 2001/12/11 3000/01/01
CI  CGO   HHZ  --  36.55040 -117.80295  2795 2001/12/11 3000/01/01
CI  CGO   HLZ  --  36.55040 -117.80295  2795 2001/12/11 2008/04/08
CI  CGO   HNZ  --  36.55040 -117.80295  2795 2008/04/08 3000/01/01
CI  CGO   LHZ  --  36.55040 -117.80295  2795 2001/12/11 3000/01/01
CI  CGO   LLZ  --  36.55040 -117.80295  2795 2001/12/11 2008/04/08
CI  CGO   LNZ  --  36.55040 -117.80295  2795 2008/04/08 3000/01/01
CI  CGO   VHZ  --  36.55040 -117.80295  2795 2001/12/11 3000/01/01
CI  CGO   VMZ  --  36.55040 -117.80295  2795 2006/04/23 3000/01/01
ZY  CGTS  ELZ  --  34.95141 -116.86389   694 1992/07/05 1992/08/15
ZY  CGTS  HHZ  --  34.95141 -116.86389   694 1992/07/05 1992/08/15
CI  CHF   BHZ  --  34.33341 -118.02585  1594 1999/01/29 3000/01/01
CI  CHF   HHZ  --  34.33341 -118.02585  1594 1999/01/29 3000/01/01
CI  CHF   HLZ  --  34.33341 -118.02585  1594 1999/01/29 2008/04/08
CI  CHF   HNZ  --  34.33341 -118.02585  1594 2008/04/08 3000/01/01
CI  CHF   LHZ  --  34.33341 -118.02585  1594 1999/01/29 3000/01/01
CI  CHF   LLZ  --  34.33341 -118.02585  1594 1999/01/29 2008/04/08
CI  CHF   LNZ  --  34.33341 -118.02585  1594 2008/04/08 3000/01/01
CI  CHF   VHZ  --  34.33341 -118.02585  1594 1999/01/29 3000/01/01
CI  CHI   EHZ  --  34.18156 -119.22244     3 2014/06/25 3000/01/01
CI  CHI   HNZ  --  34.18156 -119.22244     3 2014/06/25 3000/01/01
CI  CHI   LNZ  --  34.18156 -119.22244     3 2014/06/25 3000/01/01
ZY  CHIM  EHZ  --  34.23470 -118.52800   260 1994/02/10 1994/03/05
ZY  CHIM  ELZ  --  34.23470 -118.52800   260 1994/02/10 1994/03/05
CI  CHN   BHZ  --  33.99879 -117.68044   208 1999/10/12 3000/01/01
CI  CHN   HHZ  --  33.99879 -117.68044   208 1999/10/12 3000/01/01
CI  CHN   HLZ  --  33.99879 -117.68044   208 1999/10/12 2007/06/13
CI  CHN   HNZ  --  33.99879 -117.68044   208 2007/06/13 3000/01/01
CI  CHN   LHZ  --  33.99879 -117.68044   208 1999/10/12 3000/01/01
CI  CHN   LLZ  --  33.99879 -117.68044   208 1999/10/12 2007/06/13
CI  CHN   LNZ  --  33.99879 -117.68044   208 2007/06/13 3000/01/01
CI  CHN   VHZ  --  33.99879 -117.68044   208 1999/10/12 3000/01/01
NC  CHR   HNZ  --  37.37288 -121.76887   489 2004/09/01 3000/01/01
NN  CHS   EHZ  --  37.65487 -118.90576  2417 2000/09/18 3000/01/01
NN  CHS   SHZ  --  37.65487 -118.90576  2417 2001/08/16 2010/11/19
CI  CIA   BHZ  --  33.40190 -118.41502   477 1998/09/10 3000/01/01
CI  CIA   HHZ  --  33.40190 -118.41502   477 1998/09/10 3000/01/01
CI  CIA   HLZ  --  33.40190 -118.41502   477 1998/09/10 2008/05/08
CI  CIA   HNZ  --  33.40190 -118.41502   477 2008/05/08 3000/01/01
CI  CIA   LHZ  --  33.40190 -118.41502   477 1998/09/10 3000/01/01
CI  CIA   LLZ  --  33.40190 -118.41502   477 1998/09/10 2008/05/08
CI  CIA   LNZ  --  33.40190 -118.41502   477 2008/05/08 3000/01/01
CI  CIA   VHZ  --  33.40190 -118.41502   477 1998/09/10 3000/01/01
CI  CIU   BHZ  --  33.44577 -118.48300   203 1997/06/18 1998/09/25
CI  CIU   HHZ  --  33.44577 -118.48300   203 1997/06/18 1998/09/25
CI  CIU   HLZ  --  33.44577 -118.48300   203 1997/06/18 1998/09/25
CI  CJM   BHZ  --  34.27117 -117.42448  1616 2011/11/17 3000/01/01
CI  CJM   HHZ  --  34.27117 -117.42448  1616 2011/11/17 3000/01/01
CI  CJM   HNZ  --  34.27117 -117.42448  1616 2011/11/17 3000/01/01
CI  CJM   LHZ  --  34.27117 -117.42448  1616 2011/11/17 3000/01/01
CI  CJM   LNZ  --  34.27117 -117.42448  1616 2011/11/17 3000/01/01
CI  CJM   VHZ  --  34.27117 -117.42448  1616 2011/11/17 3000/01/01
CI  CJV   EHZ  --  34.52978 -118.14450  1296 1992/09/15 2013/11/06
CI  CJV2  BHZ  --  34.52978 -118.14450  1296 2014/03/20 3000/01/01
CI  CJV2  HHZ  --  34.52978 -118.14450  1296 2014/03/20 3000/01/01
CI  CJV2  HNZ  --  34.52978 -118.14450  1296 2014/03/20 3000/01/01
CI  CJV2  LHZ  --  34.52978 -118.14450  1296 2014/03/20 3000/01/01
CI  CJV2  LNZ  --  34.52978 -118.14450  1296 2014/03/20 3000/01/01
CI  CJV2  VHZ  --  34.52978 -118.14450  1296 2014/03/20 3000/01/01
NN  CKHH  HNZ  01  38.92549 -119.95431  1948 2013/06/26 2999/12/31
WR  CKR   HNZ  --  38.31446 -121.49202   -25 2010/07/28 3000/01/01
CI  CLC   BHZ  --  35.81574 -117.59751   775 1997/10/14 3000/01/01
NC  CLC   BHZ  --  35.81574 -117.59751   775 1997/10/14 3000/01/01
CI  CLC   HHZ  --  35.81574 -117.59751   775 1997/10/14 3000/01/01
NC  CLC   HHZ  --  35.81574 -117.59751   775 1997/10/14 3000/01/01
CI  CLC   HLZ  --  35.81574 -117.59751   775 1997/10/14 2008/04/08
NC  CLC   HLZ  --  35.81574 -117.59751   775 1997/10/14 2008/04/08
CI  CLC   HNZ  --  35.81574 -117.59751   775 2008/04/08 3000/01/01
NC  CLC   HNZ  --  35.81574 -117.59751   775 2008/04/08 3000/01/01
CI  CLC   LHZ  --  35.81574 -117.59751   775 1997/10/14 3000/01/01
NC  CLC   LHZ  --  35.81574 -117.59751   775 1997/10/14 3000/01/01
CI  CLC   LLZ  --  35.81574 -117.59751   775 1997/10/14 2008/04/08
NC  CLC   LLZ  --  35.81574 -117.59751   775 1997/10/14 2008/04/08
CI  CLC   LNZ  --  35.81574 -117.59751   775 2008/04/08 3000/01/01
NC  CLC   LNZ  --  35.81574 -117.59751   775 2008/04/08 3000/01/01
CI  CLC   VHZ  --  35.81574 -117.59751   775 1997/10/14 3000/01/01
NC  CLC   VHZ  --  35.81574 -117.59751   775 1997/10/14 3000/01/01
NC  CLCB  HNZ  --  37.73786 -122.06486   309 2004/09/21 3000/01/01
CI  CLI   EHZ  --  33.14029 -115.52658   -92 1998/03/04 3000/01/01
CI  CLO   EHZ  --  34.22038 -119.00891    48 2014/06/24 3000/01/01
CI  CLO   HNZ  --  34.22038 -119.00891    48 2014/06/24 3000/01/01
CI  CLO   LNZ  --  34.22038 -119.00891    48 2014/06/24 3000/01/01
CI  CLT   BHZ  --  34.09284 -117.31687   325 1999/10/28 3000/01/01
CI  CLT   HHZ  --  34.09284 -117.31687   325 1999/10/28 3000/01/01
CI  CLT   HLZ  --  34.09284 -117.31687   325 1999/10/28 2007/06/13
CI  CLT   HNZ  --  34.09284 -117.31687   325 2007/06/13 3000/01/01
CI  CLT   LHZ  --  34.09284 -117.31687   325 1999/10/28 3000/01/01
CI  CLT   LLZ  --  34.09284 -117.31687   325 1999/10/28 2007/06/13
CI  CLT   LNZ  --  34.09284 -117.31687   325 2007/06/13 3000/01/01
CI  CLT   VHZ  --  34.09284 -117.31687   325 1999/10/28 3000/01/01
CI  CLT   VMZ  --  34.09284 -117.31687   325 2011/09/30 2013/09/10
BK  CMB   BHZ  --  38.03455 -120.38651   697 1986/10/25 2010/12/17
BK  CMB   BHZ  00  38.03455 -120.38651   697 2010/12/17 3000/01/01
BK  CMB   HHZ  --  38.03455 -120.38651   697 1992/06/25 2010/12/17
BK  CMB   HHZ  00  38.03455 -120.38651   697 2010/12/17 3000/01/01
BK  CMB   HLZ  --  38.03455 -120.38651   697 1992/06/25 2010/12/17
BK  CMB   HNZ  00  38.03455 -120.38651   697 2010/12/17 3000/01/01
BK  CMB   LHZ  --  38.03455 -120.38651   697 1986/10/25 2010/12/17
BK  CMB   LHZ  00  38.03455 -120.38651   697 2010/12/17 3000/01/01
BK  CMB   VHZ  --  38.03455 -120.38651   697 1992/06/25 2010/12/17
BK  CMB   VHZ  00  38.03455 -120.38651   697 2010/12/17 3000/01/01
BK  CMB   VMZ  00  38.03455 -120.38651   697 2010/12/17 3000/01/01
NC  CMC   HNZ  02  37.78110 -122.17680    52 2012/08/02 3000/01/01
NC  CMOB  HNZ  --  37.81042 -121.80272   743 2005/04/26 3000/01/01
NC  CNI   HNZ  --  37.60795 -121.96456   393 2011/07/06 3000/01/01
CI  COA   BHZ  --  32.86341 -115.12339    36 2014/05/29 3000/01/01
CI  COA   EHZ  --  32.86341 -115.12339    36 1997/06/04 2014/05/02
CI  COA   HHZ  --  32.86341 -115.12339    36 2014/05/29 3000/01/01
CI  COA   HNZ  --  32.86341 -115.12339    36 2014/05/29 3000/01/01
CI  COA   LHZ  --  32.86341 -115.12339    36 2014/05/29 3000/01/01
CI  COA   LNZ  --  32.86341 -115.12339    36 2014/05/29 3000/01/01
CI  COA   VHZ  --  32.86341 -115.12339    36 2014/05/29 3000/01/01
CI  COA   VMZ  --  32.86341 -115.12339    36 2014/05/29 3000/01/01
NP  COB   HNZ  --  38.83870 -122.75280     0 2009/11/06 2010/01/10
NP  COB   HNZ  --  38.83870 -122.75280   771 2010/01/10 3000/01/01
CI  COK   EHZ  --  32.84946 -115.72788   -50 1996/05/09 2013/04/03
CI  COK2  EHZ  --  32.85053 -115.72840   -14 2013/02/13 3000/01/01
CI  COK2  HNZ  --  32.85053 -115.72840   -14 2013/02/13 3000/01/01
CI  COK2  LNZ  --  32.85053 -115.72840   -14 2013/02/13 3000/01/01
ZY  COON  EHZ  --  32.75394 -115.95085    78 2010/06/23 2014/05/30
ZY  COON  HNZ  --  32.75394 -115.95085    78 2010/06/23 2014/05/30
ZY  COVF  EHZ  --  34.03018 -116.34824  1638 1992/04/27 1992/06/01
ZY  CPCP  EHZ  --  34.21140 -118.60810   250 1994/01/19 1994/02/15
ZY  CPCP  ELZ  --  34.21140 -118.60810   250 1994/01/19 1994/02/15
AZ  CPE   BHZ  --  32.88890 -117.10510   150 2004/05/04 3000/01/01
AZ  CPE   HHZ  --  32.88890 -117.10510   150 2004/05/04 3000/01/01
AZ  CPE   HNZ  --  32.88890 -117.10510   150 2004/05/04 3000/01/01
AZ  CPE   LHZ  --  32.88890 -117.10510   150 2004/05/04 3000/01/01
NC  CPI   HNZ  --  37.98890 -122.21561   203 2007/05/30 3000/01/01
NC  CPM   HNZ  --  37.94906 -122.40851    94 2007/09/13 3000/01/01
CI  CPP   BHZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
NC  CPP   BHZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
CI  CPP   HHZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
NC  CPP   HHZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
CI  CPP   HLZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
NC  CPP   HLZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
CI  CPP   LHZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
NC  CPP   LHZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
CI  CPP   LLZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
NC  CPP   LLZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
CI  CPP   VHZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
NC  CPP   VHZ  --  34.06020 -117.80900   205 1997/02/07 2003/11/10
BC  CPX   BHZ  --  32.41950 -115.30500   192 2009/10/30 2012/05/09
BC  CPX   HHZ  --  32.41950 -115.30500   192 2012/05/09 3000/01/01
BC  CPX   HNZ  --  32.41950 -115.30500   192 2012/08/21 3000/01/01
CI  CRG   BHZ  --  35.24220 -119.72486  1169 2014/07/02 3000/01/01
CI  CRG   EHZ  --  35.24220 -119.72486  1169 1997/06/20 2014/07/02
CI  CRG   HHZ  --  35.24220 -119.72486  1169 2014/07/02 3000/01/01
CI  CRG   HNZ  --  35.24220 -119.72486  1169 2014/07/02 3000/01/01
CI  CRG   LHZ  --  35.24220 -119.72486  1169 2014/07/02 3000/01/01
CI  CRG   LNZ  --  35.24220 -119.72486  1169 2014/07/02 3000/01/01
CI  CRG   VHZ  --  35.24220 -119.72486  1169 2014/07/02 3000/01/01
NC  CRH   HNZ  --  37.85884 -121.99264   259 2000/09/20 3000/01/01
CI  CRN   EHZ  --  33.87574 -117.56106   135 1995/08/15 3000/01/01
CI  CRN   HLZ  --  33.87574 -117.56106   135 1995/08/15 2008/06/17
CI  CRN   HNZ  --  33.87574 -117.56106   135 2008/06/17 3000/01/01
CI  CRN   LNZ  --  33.87574 -117.56106   135 2014/01/23 3000/01/01
CI  CRP   BHZ  --  34.13624 -118.12705   233 2003/01/31 2008/11/04
NC  CRP   BHZ  --  34.13624 -118.12705   233 2003/01/31 2008/11/04
CI  CRP   HHZ  --  34.13624 -118.12705   233 2003/01/31 2008/11/04
