#NET STA   CHA LOC    LAT      LON       ELEV ONDATE     OFFDATE 
CI  PLM   BHZ  --  33.35361 -116.86265  1691 1997/04/08 3000/01/01
CI  PLM   HHZ  --  33.35361 -116.86265  1691 1997/04/08 3000/01/01
CI  PLM   HLZ  --  33.35361 -116.86265  1691 1997/04/08 2008/05/30
CI  PLM   HNZ  --  33.35361 -116.86265  1691 2008/05/30 3000/01/01
CI  PLM   LHZ  --  33.35361 -116.86265  1691 1997/04/08 3000/01/01
CI  PLM   LLZ  --  33.35361 -116.86265  1691 1997/04/08 2008/05/30
CI  PLM   LNZ  --  33.35361 -116.86265  1691 2008/05/30 3000/01/01
CI  PLM   VHZ  --  33.35361 -116.86265  1691 1997/04/08 3000/01/01
CI  PLS   BHZ  --  33.79530 -117.60906  1199 1996/12/20 3000/01/01
CI  PLS   EHZ  --  33.79530 -117.60906  1181 2000/10/03 2011/10/31
CI  PLS   HHZ  --  33.79530 -117.60906  1199 1996/12/20 3000/01/01
CI  PLS   HLZ  --  33.79530 -117.60906  1199 1996/12/20 2008/05/30
CI  PLS   HNZ  --  33.79530 -117.60906  1199 2008/05/30 3000/01/01
CI  PLS   LHZ  --  33.79530 -117.60906  1199 1999/09/15 3000/01/01
CI  PLS   LLZ  --  33.79530 -117.60906  1199 1999/10/14 2008/05/30
CI  PLS   LNZ  --  33.79530 -117.60906  1199 2008/05/30 3000/01/01
CI  PLS   VHZ  --  33.79530 -117.60906  1199 1999/11/07 3000/01/01
CI  PLS   VMZ  --  33.79530 -117.60906  1199 2012/07/17 2013/09/24
NC  PMC   EHZ  --  35.72522 -120.37062   471 1984/01/01 3000/01/01
NC  PMC   ELZ  --  35.72522 -120.37062   471 1984/01/01 2003/05/06
CI  PMD   BHZ  --  33.64785 -116.37769   296 2005/05/07 3000/01/01
CI  PMD   HHZ  --  33.64785 -116.37769   296 2005/05/07 3000/01/01
CI  PMD   HLZ  --  33.64785 -116.37769   296 2005/05/07 2008/03/27
CI  PMD   HNZ  --  33.64785 -116.37769   296 2008/03/27 3000/01/01
CI  PMD   LHZ  --  33.64785 -116.37769   296 2005/05/07 3000/01/01
CI  PMD   LLZ  --  33.64785 -116.37769   296 2005/05/07 2008/03/27
CI  PMD   LNZ  --  33.64785 -116.37769   296 2008/03/27 3000/01/01
CI  PMD   VHZ  --  33.64785 -116.37769   296 2005/05/07 3000/01/01
NC  PMG   EHZ  --  35.42979 -120.52007   486 1984/01/01 2003/02/20
NC  PMG   ELZ  --  35.42979 -120.52007   486 1989/06/28 2003/02/20
NC  PML   SHZ  --  34.89472 -120.60927   468 2003/05/06 2011/10/12
NC  PMPB  HHZ  --  36.21590 -120.80126   802 2004/05/21 3000/01/01
NC  PMPB  HNZ  --  36.21590 -120.80126   802 2004/05/21 3000/01/01
CI  PNM   EHZ  --  33.97738 -115.80161  1101 2000/10/03 2008/12/10
ZY  PNTO  EHZ  --  32.66982 -115.76590     0 2010/04/04 2010/06/15
ZY  PNTO  HNZ  --  32.66982 -115.76590     0 2010/04/04 2010/06/15
CI  POB   EHZ  --  33.68699 -116.92402   974 2000/10/03 2014/03/20
CI  POB2  BHZ  --  33.68708 -116.92382   999 2014/05/21 3000/01/01
CI  POB2  HHZ  --  33.68708 -116.92382   999 2014/05/21 3000/01/01
CI  POB2  HNZ  --  33.68708 -116.92382   999 2014/05/21 3000/01/01
CI  POB2  LHZ  --  33.68708 -116.92382   999 2014/05/21 3000/01/01
CI  POB2  LNZ  --  33.68708 -116.92382   999 2014/05/21 3000/01/01
CI  POB2  VHZ  --  33.68708 -116.92382   999 2014/05/21 3000/01/01
BK  POTR  BHZ  --  38.20263 -121.93535    20 1998/12/10 2005/02/05
BK  POTR  HHZ  --  38.20263 -121.93535    20 1998/12/10 2005/02/05
BK  POTR  HLZ  --  38.20263 -121.93535    20 1998/12/10 2005/02/05
BK  POTR  LHZ  --  38.20263 -121.93535    20 1998/12/10 2005/02/05
BK  POTR  VHZ  --  38.20263 -121.93535    20 1998/12/10 2005/02/05
NC  PPB   EHZ  --  35.26097 -120.88620    63 1985/05/22 3000/01/01
NC  PPB   SHZ  --  35.26097 -120.88620    63 1994/11/28 2011/10/12
NC  PPB   SLZ  --  35.26097 -120.88620    63 1994/11/28 2011/05/03
NC  PPR   EHZ  --  35.64767 -120.70067   279 1984/01/01 1990/02/14
NC  PPT   EHZ  --  36.10913 -120.72423   481 1984/01/01 3000/01/01
NC  PRC   EHZ  --  36.25531 -120.61815   575 1984/01/01 1998/11/03
BK  PRI   EHZ  --  36.14170 -120.66500  1187 1961/09/15 2004/05/15
PG  PS    EHZ  --  34.90217 -120.62167   378 1987/07/15 3000/01/01
PG  PS    ELZ  --  34.90217 -120.62167   378 1987/07/15 2009/11/17
NC  PSA   EHZ  --  36.02466 -120.88924   150 1984/01/01 3000/01/01
NC  PSC   SHZ  --  35.58836 -120.42793   326 2003/05/06 2011/10/12
CI  PSD   BHZ  --  33.82393 -116.55026   144 2005/04/13 3000/01/01
PG  PSD   BHZ  --  33.82393 -116.55026   144 2005/04/13 3000/01/01
CI  PSD   HHZ  --  33.82393 -116.55026   144 2005/04/13 3000/01/01
PG  PSD   HHZ  --  33.82393 -116.55026   144 2005/04/13 3000/01/01
CI  PSD   HLZ  --  33.82393 -116.55026   144 2005/04/13 2008/06/13
PG  PSD   HLZ  --  33.82393 -116.55026   144 2005/04/13 2008/06/13
CI  PSD   HNZ  --  33.82393 -116.55026   144 2008/06/13 3000/01/01
CI  PSD   HNZ  --  34.90217 -120.62167   378 2007/10/09 3000/01/01
PG  PSD   HNZ  --  33.82393 -116.55026   144 2008/06/13 3000/01/01
PG  PSD   HNZ  --  34.90217 -120.62167   378 2007/10/09 3000/01/01
CI  PSD   LHZ  --  33.82393 -116.55026   144 2005/04/13 3000/01/01
PG  PSD   LHZ  --  33.82393 -116.55026   144 2005/04/13 3000/01/01
CI  PSD   LLZ  --  33.82393 -116.55026   144 2005/04/13 2008/06/13
PG  PSD   LLZ  --  33.82393 -116.55026   144 2005/04/13 2008/06/13
CI  PSD   LNZ  --  33.82393 -116.55026   144 2008/06/13 3000/01/01
PG  PSD   LNZ  --  33.82393 -116.55026   144 2008/06/13 3000/01/01
CI  PSD   VHZ  --  33.82393 -116.55026   144 2005/04/13 3000/01/01
PG  PSD   VHZ  --  33.82393 -116.55026   144 2005/04/13 3000/01/01
CI  PSD   VMZ  --  33.82393 -116.55026   144 2008/05/02 2013/09/25
PG  PSD   VMZ  --  33.82393 -116.55026   144 2008/05/02 2013/09/25
NC  PSH   EHZ  --  35.59083 -120.41534   390 1984/01/01 1987/12/01
NC  PSM   EHZ  --  36.06881 -120.59618   957 1984/01/01 3000/01/01
NC  PSM   HNZ  --  36.06881 -120.59618   957 1986/12/03 3000/01/01
NC  PSM   SHZ  --  36.06881 -120.59618   957 1994/11/28 2006/06/15
CI  PSR   BHZ  --  34.09181 -117.80709   305 2005/09/14 3000/01/01
NC  PSR   BHZ  --  34.09181 -117.80709   305 2005/09/14 3000/01/01
CI  PSR   HHZ  --  34.09181 -117.80709   305 2005/09/14 3000/01/01
NC  PSR   HHZ  --  34.09181 -117.80709   305 2005/09/14 3000/01/01
CI  PSR   HLZ  --  34.09181 -117.80709   305 2005/09/14 2007/06/13
NC  PSR   HLZ  --  34.09181 -117.80709   305 2005/09/14 2007/06/13
CI  PSR   HNZ  --  34.09181 -117.80709   305 2007/06/13 3000/01/01
NC  PSR   HNZ  --  34.09181 -117.80709   305 2007/06/13 3000/01/01
CI  PSR   LHZ  --  34.09181 -117.80709   305 2005/09/14 3000/01/01
NC  PSR   LHZ  --  34.09181 -117.80709   305 2005/09/14 3000/01/01
CI  PSR   LLZ  --  34.09181 -117.80709   305 2005/09/14 2007/06/13
NC  PSR   LLZ  --  34.09181 -117.80709   305 2005/09/14 2007/06/13
CI  PSR   LNZ  --  34.09181 -117.80709   305 2007/06/13 3000/01/01
NC  PSR   LNZ  --  34.09181 -117.80709   305 2007/06/13 3000/01/01
CI  PSR   VHZ  --  34.09181 -117.80709   305 2005/09/14 3000/01/01
NC  PSR   VHZ  --  34.09181 -117.80709   305 2005/09/14 3000/01/01
CI  PSR   VMZ  --  34.09181 -117.80709   305 2007/03/04 2012/02/14
NC  PSR   VMZ  --  34.09181 -117.80709   305 2007/03/04 2012/02/14
NC  PTA   SHZ  --  35.39247 -120.70779   802 1994/11/28 2011/10/12
CI  PTD   EHZ  --  34.00443 -118.80686     7 2000/10/03 2014/03/20
CI  PTD   EHZ  --  34.00443 -118.80686     7 2014/03/20 3000/01/01
CI  PTD   HNZ  --  34.00443 -118.80686     7 2014/03/20 3000/01/01
CI  PTD   LNZ  --  34.00443 -118.80686     7 2014/03/20 3000/01/01
NC  PTQ   EHZ  --  34.58187 -120.57398   448 1984/01/01 3000/01/01
NC  PTQ   SHZ  --  34.58187 -120.57398   448 1994/11/28 2011/10/12
NC  PTR   EHZ  --  35.65415 -120.21332   594 1984/01/01 3000/01/01
CI  PUT   EHZ  --  34.69115 -117.96919   747 2014/06/24 3000/01/01
CI  PUT   HNZ  --  34.69115 -117.96919   747 2014/06/24 3000/01/01
CI  PUT   LNZ  --  34.69115 -117.96919   747 2014/06/24 3000/01/01
ZY  PWGB  ELZ  --  34.33220 -118.71710   490 1994/01/20 1994/02/20
ZY  PWGB  HHZ  --  34.33220 -118.71710   490 1994/01/20 1994/02/20
WR  PYR   EHZ  --  34.56784 -118.74190  1209 2004/05/04 3000/01/01
CI  Q0000 HNZ  01  34.18791 -118.11517  1285 2012/04/02 3000/01/01
CI  Q0001 HNZ  01  34.14941 -118.03038   161 2010/11/11 3000/01/01
CI  Q0002 HNZ  01  34.07249 -118.39911    22 2010/12/17 3000/01/01
CI  Q0003 HNZ  01  34.21587 -118.82857   317 2010/12/28 3000/01/01
CI  Q0004 HNZ  01  32.73315 -117.13305    92 2011/01/14 3000/01/01
CI  Q0005 HNZ  01  33.52795 -117.76808    22 2011/01/20 3000/01/01
CI  Q0006 HNZ  01  33.13374 -117.11084   233 2011/01/28 2014/05/27
CI  Q0007 HNZ  01  33.03653 -116.85927   462 2011/01/28 2012/10/25
CI  Q0008 HNZ  01  33.38493 -117.24667   227 2011/02/04 3000/01/01
CI  Q0009 HNZ  01  33.60458 -117.70477   101 2011/02/04 3000/01/01
CI  Q0010 HNZ  01  33.44557 -117.63833    42 2011/02/11 3000/01/01
CI  Q0011 HNZ  01  33.84025 -118.01537    17 2011/02/11 3000/01/01
CI  Q0012 HNZ  01  33.45971 -117.09813   331 2011/02/16 3000/01/01
CI  Q0013 HNZ  01  34.53951 -118.06035   857 2011/02/17 3000/01/01
CI  Q0014 HNZ  01  34.27704 -118.39679   342 2011/02/24 3000/01/01
CI  Q0015 HNZ  01  34.37468 -118.54883   376 2011/02/24 3000/01/01
CI  Q0016 HNZ  01  33.84317 -117.56499   321 2011/02/28 3000/01/01
CI  Q0017 HNZ  01  32.57304 -117.11680     9 2011/03/25 3000/01/01
CI  Q0018 HNZ  01  33.69615 -117.95279     4 2011/03/30 3000/01/01
CI  Q0019 HNZ  01  32.68373 -117.09651    22 2011/05/13 3000/01/01
CI  Q0020 HNZ  01  33.96024 -116.95333   852 2011/05/20 3000/01/01
CI  Q0021 HNZ  01  33.72290 -118.05374     1 2011/06/07 2014/08/21
CI  Q0022 HNZ  01  33.77017 -117.50119   358 2011/06/14 3000/01/01
CI  Q0023 HNZ  01  33.95483 -117.57606   179 2011/06/17 3000/01/01
CI  Q0024 HNZ  01  34.76766 -118.73668  1017 2011/07/12 3000/01/01
CI  Q0025 HNZ  01  33.09208 -116.64699  1118 2011/07/20 3000/01/01
CI  Q0026 HNZ  01  33.64305 -117.56943   381 2011/08/25 3000/01/01
CI  Q0027 HNZ  01  32.76623 -115.62108    -3 2011/08/31 3000/01/01
CI  Q0028 HNZ  01  33.83131 -117.18146   458 2011/09/08 3000/01/01
CI  Q0029 HNZ  01  33.72651 -117.74789    96 2011/09/09 3000/01/01
CI  Q0030 HNZ  01  33.97979 -117.75391   266 2011/09/13 3000/01/01
CI  Q0031 HNZ  01  34.39534 -118.91163   224 2011/12/23 3000/01/01
CI  Q0032 HNZ  01  33.28068 -117.29114    72 2012/02/08 3000/01/01
CI  Q0033 HNZ  01  34.09323 -118.86623   501 2012/02/17 3000/01/01
CI  Q0034 HNZ  01  33.69021 -117.65525   332 2012/02/22 3000/01/01
CI  Q0035 HNZ  01  34.46575 -118.20404   871 2012/02/23 3000/01/01
CI  Q0036 HNZ  01  34.45875 -117.38260  1014 2012/02/28 3000/01/01
CI  Q0037 HNZ  01  33.03023 -117.09131   169 2012/02/29 3000/01/01
CI  Q0038 HNZ  01  33.73058 -117.42760   425 2012/03/05 3000/01/01
CI  Q0039 HNZ  01  32.68693 -117.17612     7 2012/03/20 3000/01/01
CI  Q0040 HNZ  01  33.53232 -117.00832   502 2012/04/04 3000/01/01
CI  Q0041 HNZ  01  34.17204 -117.42762   568 2012/05/30 3000/01/01
CI  Q0042 HNZ  01  33.92596 -117.65823   172 2012/05/30 3000/01/01
CI  Q0043 HNZ  01  34.10162 -118.65964   315 2012/06/01 2013/05/16
CI  Q0044 HNZ  01  32.98598 -115.54687   -32 2012/06/04 3000/01/01
CI  Q0045 HNZ  01  34.43908 -118.40776   540 2012/06/22 3000/01/01
CI  Q0046 HNZ  01  34.14510 -117.65051   453 2012/10/02 3000/01/01
CI  Q0047 HNZ  01  33.94436 -117.98807    88 2012/10/02 2013/01/10
CI  Q0048 HNZ  01  33.77234 -117.80335    76 2012/10/03 3000/01/01
CI  Q0049 HNZ  01  34.19706 -117.12565  1659 2012/10/11 3000/01/01
CI  Q0050 HNZ  01  34.19142 -118.95853   209 2012/10/12 3000/01/01
CI  Q0051 HNZ  01  34.62153 -118.15712   799 2012/10/15 2014/11/21
CI  Q0052 HNZ  01  32.92042 -117.21244   102 2012/10/16 3000/01/01
CI  Q0053 HNZ  01  32.82289 -116.52163  1148 2012/10/17 3000/01/01
CI  Q0054 HNZ  01  33.24060 -117.01049   446 2012/10/18 2013/07/23
CI  Q0055 HNZ  01  33.28223 -117.18095   102 2012/10/19 3000/01/01
CI  Q0056 HNZ  01  34.83929 -117.14986   739 2012/10/24 3000/01/01
CI  Q0057 HNZ  01  34.18756 -118.47713   219 2012/10/25 3000/01/01
CI  Q0058 HNZ  01  33.06281 -116.85411   449 2012/10/26 3000/01/01
CI  Q0059 HNZ  01  32.73414 -116.49168   953 2012/10/30 3000/01/01
CI  Q0060 HNZ  01  32.74684 -116.76113   629 2012/11/01 3000/01/01
CI  Q0061 HNZ  01  34.59191 -117.81298   831 2012/11/02 3000/01/01
CI  Q0062 HNZ  01  32.68626 -116.75350   672 2012/11/12 3000/01/01
CI  Q0063 HNZ  01  34.08023 -118.26821   123 2012/11/13 3000/01/01
CI  Q0064 HNZ  01  34.07479 -118.94245   493 2012/11/15 3000/01/01
CI  Q0065 HNZ  01  35.14190 -118.48478  1192 2013/01/07 3000/01/01
CI  Q0066 HNZ  01  33.89873 -117.77662   185 2013/01/10 3000/01/01
CI  Q0067 HNZ  01  33.94750 -117.99124    91 2013/01/11 3000/01/01
CI  Q0068 HNZ  01  35.11167 -117.97665   729 2013/01/24 3000/01/01
CI  Q0069 HNZ  01  34.05223 -118.77894   314 2013/02/07 3000/01/01
CI  Q0070 HNZ  01  33.50486 -116.80882  1057 2013/02/13 3000/01/01
CI  Q0071 HNZ  01  33.53464 -117.33387   602 2013/02/21 3000/01/01
CI  Q0072 HNZ  01  35.60962 -117.66672   695 2013/03/06 3000/01/01
CI  Q0073 HNZ  01  34.08356 -118.65087   643 2013/05/17 3000/01/01
CI  Q0074 HNZ  01  33.88642 -118.37320    22 2013/06/26 3000/01/01
CI  Q0075 HNZ  01  34.11776 -118.57750   402 2013/07/11 3000/01/01
CI  Q0076 HNZ  01  33.22000 -117.04401   382 2013/07/23 3000/01/01
CI  Q0077 HNZ  01  34.23119 -119.02989    51 2013/08/01 3000/01/01
CI  Q0078 HNZ  01  33.13358 -117.11100   240 2014/05/28 3000/01/01
CI  Q0079 HNZ  01  33.72404 -118.05381     5 2014/11/20 3000/01/01
CI  QAL   EHZ  --  34.74909 -118.71518  1232 2000/10/03 2014/07/15
CI  QSD01 HNZ  01  32.91716 -117.03032   271 2012/02/02 3000/01/01
CI  QSD02 HNZ  01  32.69485 -117.14392     7 2012/02/02 3000/01/01
CI  QSD03 HNZ  01  33.52641 -117.59882    94 2012/02/02 3000/01/01
CI  QSD04 HNZ  01  33.25730 -116.34810   165 2012/02/02 3000/01/01
CI  QSD05 HNZ  01  32.67970 -116.98540    88 2012/02/02 3000/01/01
CI  QSD06 HNZ  01  33.13340 -117.33350    15 2012/02/02 3000/01/01
NN  QSM   EHZ  --  35.96500 -116.86910   385 1978/11/28 3000/01/01
NN  QSM   SHZ  --  35.96500 -116.86910   385 1978/11/28 2010/11/02
CI  QUG   EHZ  --  34.39558 -118.49837   515 2012/06/20 3000/01/01
CI  QUG   HLZ  --  34.39558 -118.49837   515 2001/01/19 2008/05/30
CI  QUG   HNZ  --  34.39558 -118.49837   515 2008/05/30 3000/01/01
CI  QUG   LLZ  --  34.39558 -118.49837   515 2001/01/19 2008/05/30
CI  QUG   LNZ  --  34.39558 -118.49837   515 2008/05/30 3000/01/01
CI  RAG   BHZ  --  34.68289 -116.15139   722 2014/03/18 3000/01/01
CI  RAG   EHZ  --  34.68289 -116.15139   722 1999/07/20 2014/03/18
CI  RAG   HHZ  --  34.68289 -116.15139   722 2014/03/18 3000/01/01
CI  RAG   HNZ  --  34.68289 -116.15139   722 2014/03/18 3000/01/01
CI  RAG   LHZ  --  34.68289 -116.15139   722 2014/03/18 3000/01/01
CI  RAG   LNZ  --  34.68289 -116.15139   722 2014/03/18 3000/01/01
CI  RAG   VHZ  --  34.68289 -116.15139   722 2014/03/18 3000/01/01
BK  RAMR  HHZ  --  35.63597 -120.86984   414 2004/11/06 2010/04/20
BK  RAMR  HHZ  00  35.63597 -120.86984   414 2010/04/20 3000/01/01
BK  RAMR  HLZ  --  35.63597 -120.86984   414 2004/11/06 2010/04/20
BK  RAMR  HNZ  00  35.63597 -120.86984   414 2010/04/20 3000/01/01
CI  RAY   EHZ  --  34.03749 -116.81306  2369 2000/10/03 2009/01/13
CI  RCT   BHZ  --  36.30523 -119.24384   107 1999/10/11 2012/05/10
CI  RCT   EHZ  --  36.30523 -119.24384   107 2012/05/10 3000/01/01
CI  RCT   HHZ  --  36.30523 -119.24384   107 1999/10/11 2012/05/10
CI  RCT   HLZ  --  36.30523 -119.24384   107 1999/10/11 2007/06/13
CI  RCT   HNZ  --  36.30523 -119.24384   107 2007/06/13 3000/01/01
CI  RCT   LHZ  --  36.30523 -119.24384   107 1999/10/11 2012/05/10
CI  RCT   LLZ  --  36.30523 -119.24384   107 1999/10/11 2007/06/13
CI  RCT   LNZ  --  36.30523 -119.24384   107 2007/06/13 3000/01/01
CI  RCT   VHZ  --  36.30523 -119.24384   107 1999/10/11 2012/05/10
CI  RCT   VMZ  --  36.30523 -119.24384   107 2006/01/26 2012/05/10
AZ  RDM   BHZ  --  33.63000 -116.84780  1365 1993/03/07 3000/01/01
AZ  RDM   BHZ  --  33.63000 -116.84780  1365 1993/04/01 1999/12/19
AZ  RDM   EHZ  --  33.63000 -116.84780  1365 1982/10/01 1993/03/06
AZ  RDM   EHZ  --  33.63000 -116.84780  1365 1985/10/13 1993/03/05
AZ  RDM   HHZ  --  33.63000 -116.84780  1365 1993/03/07 3000/01/01
AZ  RDM   HHZ  --  33.63000 -116.84780  1365 1993/04/01 1999/12/19
AZ  RDM   HLZ  --  33.63000 -116.84780  1365 1993/03/07 1993/06/23
AZ  RDM   HLZ  --  33.63000 -116.84780  1365 1993/04/01 2010/04/13
AZ  RDM   HNZ  --  33.63000 -116.84780  1365 2002/01/18 3000/01/01
AZ  RDM   LHZ  --  33.63000 -116.84780  1365 1999/12/19 3000/01/01
EN  RED   EHZ  06  33.19960 -115.60880   -64 2007/12/01 3000/01/01
SN  RED   EHZ  06  33.19960 -115.60880   -64 2007/12/01 3000/01/01
NN  RENO3 HNZ  01  39.40907 -119.79846  1575 2011/02/11 2999/12/31
ZY  RESB  EHZ  --  34.29680 -118.55070   490 1994/01/17 1994/02/15
ZY  RESB  ELZ  --  34.29680 -118.55070   490 1994/01/17 1994/02/15
BK  RFSB  HLZ  --  37.91608 -122.33607   -26 2001/02/22 2010/07/28
BK  RFSB  HNZ  00  37.91608 -122.33607   -26 2010/07/28 3000/01/01
CI  RHC   EHZ  --  34.00094 -118.01310   364 2003/10/03 2013/12/03
CI  RHC2  BHZ  --  34.00095 -118.01333   362 2014/03/11 3000/01/01
CI  RHC2  HHZ  --  34.00095 -118.01333   362 2014/03/11 3000/01/01
CI  RHC2  HNZ  --  34.00095 -118.01333   362 2014/03/11 3000/01/01
CI  RHC2  LHZ  --  34.00095 -118.01333   362 2014/03/11 3000/01/01
CI  RHC2  LNZ  --  34.00095 -118.01333   362 2014/03/11 3000/01/01
CI  RHC2  VHZ  --  34.00095 -118.01333   362 2014/03/11 3000/01/01
CI  RHC2  VMZ  --  34.00095 -118.01333   362 2014/03/11 3000/01/01
ZY  RIMR  ELZ  --  34.18646 -116.46342  1099 1992/06/29 1992/08/08
CI  RIN   BHZ  --  34.28196 -118.47925   304 1999/08/19 3000/01/01
CI  RIN   HHZ  --  34.28196 -118.47925   304 1999/08/19 3000/01/01
CI  RIN   HLZ  --  34.28196 -118.47925   304 1999/08/19 2008/05/30
CI  RIN   HNZ  --  34.28196 -118.47925   304 2011/01/12 3000/01/01
CI  RIN   LHZ  --  34.28196 -118.47925   304 1999/08/19 3000/01/01
CI  RIN   LLZ  --  34.28196 -118.47925   304 1999/08/19 2008/05/30
CI  RIN   LNZ  --  34.28196 -118.47925   304 2011/01/12 3000/01/01
CI  RIN   VHZ  --  34.28196 -118.47925   304 1999/08/19 3000/01/01
CI  RIN   VMZ  --  34.28196 -118.47925   304 2001/03/07 3000/01/01
CI  RINB  BN1  --  34.28196 -118.47925   304 2009/01/09 2011/01/12
CI  RINB  BNZ  --  34.28196 -118.47925   304 2009/01/09 2011/01/12
CI  RINB  HL1  --  34.28196 -118.47925   304 2005/11/07 2009/01/09
CI  RINB  HLZ  --  34.28196 -118.47925   304 2003/01/03 2009/01/09
CI  RINB  HN1  --  34.28196 -118.47925   304 2009/01/09 2011/01/12
CI  RINB  HNZ  --  34.28196 -118.47925   304 2009/01/09 2011/01/12
CI  RINB  HNZ  01  34.28196 -118.47925   304 2012/05/31 3000/01/01
CI  RINB  LL1  --  34.28196 -118.47925   304 2005/11/07 2009/01/09
CI  RINB  LLZ  --  34.28196 -118.47925   304 2003/01/03 2009/01/09
CI  RINB  LN1  --  34.28196 -118.47925   304 2009/01/09 2011/01/12
CI  RINB  LNZ  --  34.28196 -118.47925   304 2009/01/09 2011/01/12
CI  RINB  LNZ  01  34.28196 -118.47925   304 2012/05/31 3000/01/01
CI  RIO   BHZ  --  34.10473 -117.97956   118 1999/10/19 3000/01/01
CI  RIO   HHZ  --  34.10473 -117.97956   118 1999/10/19 3000/01/01
CI  RIO   HLZ  --  34.10473 -117.97956   118 1999/10/19 2007/06/13
CI  RIO   HNZ  --  34.10473 -117.97956   118 2007/06/13 3000/01/01
CI  RIO   LHZ  --  34.10473 -117.97956   118 1999/10/19 3000/01/01
CI  RIO   LLZ  --  34.10473 -117.97956   118 1999/10/19 2007/06/13
CI  RIO   LNZ  --  34.10473 -117.97956   118 2007/06/13 3000/01/01
CI  RIO   VHZ  --  34.10473 -117.97956   118 1999/10/19 3000/01/01
CI  RKMO  BHZ  --  33.67421 -117.60947   408 2014/08/11 3000/01/01
CI  RKMO  HHZ  --  33.67421 -117.60947   408 2014/08/11 3000/01/01
CI  RKMO  HNZ  --  33.67421 -117.60947   408 2014/08/11 3000/01/01
CI  RKMO  LHZ  --  33.67421 -117.60947   408 2014/08/11 3000/01/01
CI  RKMO  LNZ  --  33.67421 -117.60947   408 2014/08/11 3000/01/01
CI  RKMO  VHZ  --  33.67421 -117.60947   408 2014/08/11 3000/01/01
CI  RMM   EHZ  --  34.64384 -116.62438  1777 1992/06/30 3000/01/01
CI  RMM   ELZ  --  34.64384 -116.62438  1777 1992/06/30 2012/07/25
CI  RMM   HNZ  --  34.64384 -116.62438  1777 2012/07/25 3000/01/01
CI  RMM   LNZ  --  34.64384 -116.62438  1777 2012/07/25 3000/01/01
CI  RMR   EHZ  --  34.21283 -116.57630  1663 2000/10/03 3000/01/01
BC  RMX   HHZ  --  32.55350 -116.02880  1278 2011/10/11 3000/01/01
BC  RMX   HNZ  --  32.55350 -116.02880  1278 2011/10/11 3000/01/01
CI  RPV   BHZ  --  33.74346 -118.40412   107 1993/05/12 3000/01/01
CI  RPV   HHZ  --  33.74346 -118.40412   107 1993/05/12 3000/01/01
CI  RPV   HLZ  --  33.74346 -118.40412   107 1993/05/12 2008/05/30
CI  RPV   HNZ  --  33.74346 -118.40412   107 2008/05/30 3000/01/01
CI  RPV   LHZ  --  33.74346 -118.40412   107 1993/05/12 3000/01/01
CI  RPV   LLZ  --  33.74346 -118.40412   107 1993/05/12 2008/05/30
CI  RPV   LNZ  --  33.74346 -118.40412   107 2008/05/30 3000/01/01
CI  RPV   VHZ  --  33.74346 -118.40412   107 1993/05/12 3000/01/01
CI  RRX   BHZ  --  34.87533 -116.99684   439 2000/11/08 3000/01/01
CI  RRX   HHZ  --  34.87533 -116.99684   439 2000/11/08 3000/01/01
CI  RRX   HLZ  --  34.87533 -116.99684   439 2000/11/08 2008/06/13
CI  RRX   HNZ  --  34.87533 -116.99684   439 2008/06/13 3000/01/01
CI  RRX   LHZ  --  34.87533 -116.99684   439 2000/11/08 3000/01/01
CI  RRX   LLZ  --  34.87533 -116.99684   439 2000/11/08 2008/06/13
CI  RRX   LNZ  --  34.87533 -116.99684   439 2008/06/13 3000/01/01
CI  RRX   VHZ  --  34.87533 -116.99684   439 2000/11/08 3000/01/01
CI  RRX   VMZ  --  34.87533 -116.99684   439 2006/01/27 2013/10/01
CI  RSB   BL1  --  33.97310 -117.32720   297 2001/03/16 2009/01/15
CI  RSB   BLZ  --  33.97310 -117.32720   297 2001/03/16 2009/01/15
CI  RSB   BN1  --  33.97310 -117.32720   297 2009/01/15 2011/01/26
CI  RSB   BNZ  --  33.97310 -117.32720   297 2009/01/15 2011/01/26
CI  RSB   HL1  --  33.97310 -117.32720   297 2001/03/16 2009/01/15
CI  RSB   HLZ  --  33.97310 -117.32720   297 2001/03/16 2009/01/15
CI  RSB   HN1  --  33.97310 -117.32720   297 2009/01/15 2011/01/26
CI  RSB   HNZ  --  33.97310 -117.32720   297 2009/01/15 2011/01/26
CI  RSB   HNZ  01  33.97310 -117.32720   297 2011/01/26 3000/01/01
CI  RSB   HNZ  02  33.97310 -117.32720   297 2011/01/26 3000/01/01
CI  RSB   LL1  --  33.97310 -117.32720   297 2001/03/16 2009/01/15
CI  RSB   LLZ  --  33.97310 -117.32720   297 2001/03/16 2009/01/15
CI  RSB   LN1  --  33.97310 -117.32720   297 2009/01/15 2011/01/26
CI  RSB   LNZ  --  33.97310 -117.32720   297 2009/01/15 2011/01/26
CI  RSB   LNZ  01  33.97310 -117.32720   297 2011/01/26 3000/01/01
CI  RSB   LNZ  02  33.97310 -117.32720   297 2011/01/26 3000/01/01
CI  RSS   BHZ  --  33.97327 -117.32674   298 1999/05/27 3000/01/01
CI  RSS   HHZ  --  33.97327 -117.32674   298 1999/05/27 3000/01/01
CI  RSS   HNZ  --  33.97327 -117.32674   298 2011/01/26 3000/01/01
CI  RSS   LHZ  --  33.97327 -117.32674   298 1999/05/27 3000/01/01
