M;CI_15269369;2013-01-01 03:29:39.0;1.66;36.1548;-118.0635;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.38397992;-0.38397992;-0.3421501;-0.3421501;-0.31824005;-0.32322;-0.33020008;-0.32621002;-0.32621002;-0.33617008;-0.33617008;-0.3541001;-0.37401998;-0.37401998;-0.37401998;-0.38397992;-0.45770013;-0.45770013;-0.46565998;-0.46565998;-0.46565998;-0.46565998;-0.46565998;-0.46565998;-0.46565998;-0.48061;-0.48159993;-0.4855901;-0.48757994;-0.49754012;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
D;CI_15269369;2013-01-01 03:29:39.0;1.66;36.1548;-118.0635;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;32.282253;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
M;CI_15269441;2013-01-01 11:16:09.0;1.81;36.102;-117.6675;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.09354007;-0.12939;-0.23299003;-0.34405017;-0.34405017;-0.20011997;-0.21307015;-0.21506;-0.22303009;-0.22303009;-0.20510006;-0.20510006;-0.20510006;-0.24146008;-0.24892998;-0.24892998;-0.24892998;-0.24494004;-0.24494004;-0.24494004;-0.24494004;-0.24494004;-0.24494004;-0.24494004;-0.24494004;-0.24494004;-0.24693012;-0.24693012;-0.24693012;-0.24693012;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
D;CI_15269441;2013-01-01 11:16:09.0;1.81;36.102;-117.6675;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.5333971;1.5333971;3.5628717;9.585717;9.585717;4.311663;4.311663;4.311663;4.311663;4.311663;4.311663;4.311663;4.311663;4.311663;4.311663;4.311663;4.311663;5.560437;5.560437;5.560437;5.560437;5.560437;5.560437;5.560437;5.560437;5.560437;5.560437;5.560437;5.560437;5.560437;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
M;CI_15269473;2013-01-01 14:55:09.0;1.74;35.0245;-118.7845;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.31096005;-0.31096005;-0.33287;-0.33287;-0.22329998;-0.23724997;-0.28107;-0.28107;-0.21632993;-0.21632993;-0.22928;-0.24222994;-0.28107;-0.28008008;-0.30099988;-0.30099988;-0.30099988;-0.30397987;-0.30397987;-0.30895996;-0.30895996;-0.30895996;-0.3099599;-0.3099599;-0.3099599;-0.3099599;-0.3099599;-0.31395006;-0.31395006;-0.31493998;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
D;CI_15269473;2013-01-01 14:55:09.0;1.74;35.0245;-118.7845;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1.9105455;1.9105455;1.9105455;1.9105455;1.9105455;1.9105455;2.765789;2.765789;0.7789748;0.7789748;0.7789748;0.7789748;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;3.135141;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
M;CI_15269497;2013-01-01 17:08:45.0;1.73;33.8417;-117.6797;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.14613998;-0.058979988;-0.063959956;-0.057989955;-0.057989955;-0.088369966;-0.12871003;-0.116760015;-0.11575997;-0.13369;-0.11975002;-0.13069999;-0.13170004;-0.12073994;-0.12173998;-0.13567996;-0.13567996;-0.16557002;-0.16557002;-0.16456997;-0.17253995;-0.18549001;-0.18549001;-0.18050992;-0.18848002;-0.19645;-0.20541;-0.21139002;-0.22632992;-0.22334003;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
D;CI_15269497;2013-01-01 17:08:45.0;1.73;33.8417;-117.6797;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.9229897;0.66662425;0.703387;0.6228622;0.6228622;0.6228622;0.6228622;0.6996145;0.6996145;0.6996145;0.9358646;0.9358646;0.9358646;1.0916318;1.0916318;1.167653;1.167653;1.167653;1.167653;1.167653;1.0520083;1.0520083;1.0520083;1.0520083;1.0520083;1.0520083;1.0520083;1.0520083;1.0520083;1.0520083;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
M;CI_15269569;2013-01-02 00:40:40.0;1.75;36.1612;-118.065;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;-0.15652001;-0.15652001;-0.15652001;-0.25215006;-0.25215006;-0.25215006;-0.20334005;-0.15851998;-0.15851998;-0.16448998;-0.16448998;-0.16448998;-0.16448998;-0.16448998;-0.20035005;-0.20035005;-0.20035005;-0.20035005;-0.20035005;-0.20035005;-0.20035005;-0.20035005;-0.20035005;-0.20035005;-0.24816;-0.24816;-0.24816;-0.25215006;-0.25215006;-0.25215006;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
D;CI_15269569;2013-01-02 00:40:40.0;1.75;36.1612;-118.065;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;10.104101;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
