found;CI_11048285;2012-01-01T05:02:00.000Z;1.32539412E9;33.8398;-117.7608;6.15;1.66;1325394133;1325394119;33.8243;-117.735;0.0;2.294;0.0;1325394162;1325394120;33.8449;-117.751;0.0;2.22129;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120101050241-20120101050159-0001386.xml.puny
nope ;;;;;;;;1325399171;1325399154;33.0879;-116.282;0.0;1.93043;0.0;1325399171;1325399154;33.0879;-116.282;0.0;1.93043;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120101062639-20120101062554-0001388.xml.puny
found;CI_11048381;2012-01-01T08:53:49.000Z;1.325408029E9;33.9967;-116.9002;7.4;2.15;1325408041;1325408028;33.9992;-116.894;0.0;2.87672;0.0;1325408070;1325408029;33.9875;-116.893;0.0;2.45039;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120101085429-20120101085348-0001394.xml
nope ;;;;;;;;1325410204;1325410187;35.6389;-117.706;0.0;1.29691;0.0;1325410228;1325410187;35.6455;-117.639;0.0;1.84477;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120101093032-20120101092947-0001396.xml.puny
nope ;;;;;;;;1325424835;1325424822;33.663;-116.946;0.0;1.20826;0.0;1325424862;1325424821;33.6453;-117.018;0.0;1.68938;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120101133423-20120101133342-0001399.xml.puny
nope ;;;;;;;;1325439320;1325439302;34.0449;-116.433;0.0;1.275;0.0;1325439343;1325439303;34.0377;-116.417;0.0;1.87266;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120101173548-20120101173502-0001404.xml.puny
nope ;;;;;;;;1325446395;1325446380;33.4845;-116.773;0.0;1.26105;0.0;1325446395;1325446380;33.4845;-116.773;0.0;1.26105;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120101193343-20120101193300-0001405.xml.puny
found;CI_11048677;2012-01-02T01:04:20.000Z;1.32546626E9;34.5307;-116.238;8.17;1.75;1325466284;1325466260;34.5265;-116.228;0.0;1.78301;0.0;1325466313;1325466259;34.5211;-116.251;0.0;2.24918;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120102010512-20120102010420-0001414.xml.puny
found;CI_11048717;2012-01-02T03:09:12.000Z;1.325473752E9;33.9513;-116.7653;18.62;2.35;1325473766;1325473752;33.9501;-116.734;0.0;2.39859;0.0;1325473795;1325473753;33.9409;-116.757;0.0;2.58188;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120102030954-20120102030912-0001415.xml.puny
nope ;;;;;;;;1325488313;1325488300;33.462;-116.847;0.0;1.22918;0.0;1325488339;1325488299;33.4275;-116.856;0.0;1.59773;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120102071221-20120102071140-0001420.xml.puny
nope ;;;;;;;;1325490112;1325490097;33.3474;-116.325;0.0;0.968203;0.0;1325490141;1325490097;33.3451;-116.29;0.0;1.49414;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120102074220-20120102074137-0001421.xml.puny
nope ;;;;;;;;1325500553;1325500537;33.4126;-116.275;0.0;1.37063;0.0;1325500581;1325500538;33.4184;-116.257;0.0;1.64355;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120102103621-20120102103537-0001427.xml.puny
found;CI_11048893;2012-01-02T11:18:05.000Z;1.325503085E9;35.9437;-117.6428;2.52;2.01;1325503109;1325503085;35.9636;-117.647;0.0;2.03602;0.0;1325503138;1325503085;35.964;-117.647;0.0;2.26312;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120102111857-20120102111805-0001430.xml.puny
nope ;;;;;;;;1325507880;1325507860;32.7766;-116.056;0.0;1.89557;0.0;1325507902;1325507861;32.8083;-116.143;0.0;2.31094;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120102123828-20120102123741-0001431.xml.puny
found;CI_11048925;2012-01-02T12:58:42.000Z;1.325509122E9;35.9477;-117.6403;3.13;1.75;1325509140;1325509121;35.9378;-117.64;0.0;1.93641;0.0;1325509169;1325509122;35.9434;-117.642;0.0;2.27906;0.0;/home/behry/tmp/ca/2012/eewvs-report-20120102125928-20120102125841-0001432.xml.puny
